,Unnamed: 0,ID,Region_name,Nomenclature,preferred,Abbreviation,Comments,General_name
172,172,197,Sw98_Fundus of striatum,27,0,FS,As later editions,Fundus of striatum
173,173,198,Sw98_Globus pallidus lateral segment,27,0,GPl,"Corresponds to GPe in later editions. Presumably criteria are the same, but could be checked more thoroughly as later eds have more references",Globus pallidus lateral segment
174,174,199,Sw98_Globus pallidus medial segment,27,0,GPm,"Corresponds to GPi in later editions. Presumably criteria are the same, but could be checked more thoroughly as later eds have more references",Globus pallidus medial segment
175,175,200,Sw98_Substantia innominata,27,0,SI,"Presumably as in later editions. The definition, which is that the SI has been renamed ""ventral pallidum"", is inconsistent with the information in the cited reference. Nevertheless, the SI has been kept as the term for this large region",Substantia innominata
176,176,201,Sw98_Subthalamic nucleus,27,0,STN,As in later editions,Subthalamic nucleus
177,177,202,Pax86_Caudoputamen,28,0,Cpu,"As later eds, but there is no ""lateral stripe of striatum""",Caudoputamen
178,178,203,"Pax86_Accumbens nucleus, core",28,0,AcbC,As later eds,"Accumbens nucleus, core"
179,179,204,"Pax86_Accumbens nucleus, shell",28,0,AcbSh,"As later eds, but might be small differences due to adjacent regions being differently defined","Accumbens nucleus, shell"
180,180,205,Pax86_Fundus striati,28,0,FStr,"Referred to as a ""ventrolateral pocket of striatum"", later the anterior part of this structure is referred to as lateral accumbens shell, while the most posterior, subcommisural part is labelled IPAC in later eds",Fundus striati
181,181,206,Pax86_Globus pallidus,28,0,GP,As later eds,Globus pallidus
182,182,207,Pax86_Ventral pallidum,28,0,VP,"Needs to be considered, seems smaller posteriorly in v2 compared to v4",Ventral pallidum
183,183,208,Pax86_Entopeduncular nucleus,28,0,EP,As later eds,Entopeduncular nucleus
184,184,209,Pax86_Subthalamic nucleus,28,0,STh,As later eds,Subthalamic nucleus
185,185,210,"Pax86_Substantia nigra, pars reticulata",28,0,SNR,As later eds,"Substantia nigra, pars reticulata"
186,186,211,"Pax86_Substantia nigra, pars compacta",28,0,SNC,Make consideration of relation,"Substantia nigra, pars compacta"
187,187,212,"Pax86_Substantia nigra, pars lateralis",28,0,SNL,Make consideration of relation,"Substantia nigra, pars lateralis"
188,188,213,"FrPax96_Accumbens nucleus, core",29,0,AcbC,As later eds,"Accumbens nucleus, core"
189,189,214,"FrPax96_Accumbens nucleus, shell",29,0,AcbSh,As later eds,"Accumbens nucleus, shell"
190,190,215,FrPax96_Caudoputamen,29,0,Cpu,As later eds,Caudoputamen
191,191,216,FrPax96_Lateral stripe of striatum,29,0,LSt,As later eds,Lateral stripe of striatum
192,192,217,FrPax96_Ventral pallidum,29,0,VP,"Basically the same, only very slightly larger in some places in v3",Ventral pallidum
193,193,218,FrPax96_Lateral accumbens shell,29,0,LAcbSh,"Looks different, appears much earlier in v3, make consideration",Lateral accumbens shell
194,194,219,FrPax96_Subthalamic nucleus,29,0,STh,As later eds,Subthalamic nucleus
195,195,220,"FrPax96_Substantia nigra, pars reticulata",29,0,SNR,As later eds,"Substantia nigra, pars reticulata"
196,196,221,"FrPax96_Substantia nigra, pars compacta",29,0,SNC,As v2,"Substantia nigra, pars compacta"
197,197,222,"FrPax96_Substantia nigra, pars lateralis",29,0,SNL,As later eds,"Substantia nigra, pars lateralis"
198,198,223,FrPax96_Medial globus pallidus,29,0,MGP,As later eds,Medial globus pallidus
199,199,224,FrPax96_Lateral globus pallidus,29,0,LGP,As later eds,Lateral globus pallidus
200,200,225,FrPax96_Amygdalostriatal transition area,29,0,Astr,As later eds,Amygdalostriatal transition area
201,201,226,FrPax01_Amygdalostriatal transition area,20,0,AStr,As later eds,Amygdalostriatal transition area
202,202,227,"FrPax96_Interstitial nucleus of the posterior limb of the anterior commissure, lateral part",29,0,IPACL,As later eds,"Interstitial nucleus of the posterior limb of the anterior commissure, lateral part"
203,203,228,"FrPax01_Interstitial nucleus of the posterior limb of the anterior commissure, lateral part",20,0,IPACL,As later eds,"Interstitial nucleus of the posterior limb of the anterior commissure, lateral part"
204,204,229,CustomMouse_Caudoputamen,21,0,,,Caudoputamen
205,205,230,CustomRat_Caudoputamen,22,0,,,Caudoputamen
206,206,231,CustomMouse_Nucleus accumbens,21,0,,,Nucleus accumbens
207,207,232,"CustomMouse_Striatum, anterior dorsal part",21,0,aDS,,"Striatum, anterior dorsal part"
208,208,233,"CustomMouse_Striatum, core ventral part",21,0,CoVS,,"Striatum, core ventral part"
209,209,234,"CustomMouse_Striatum, posterior dorsolateral part",21,0,pDLS,,"Striatum, posterior dorsolateral part"
210,210,235,"CustomMouse_Striatum, posterior dorsomedial part",21,0,pDMS,,"Striatum, posterior dorsomedial part"
211,211,236,"CustomMouse_Striatum, shell ventral part",21,0,ShVS,,"Striatum, shell ventral part"
212,212,237,Pax05_Accumbens nucleus,19,0,Acb,,Accumbens nucleus
213,213,238,"Pax05_Substantia nigra, compact part",19,0,SNC,,"Substantia nigra, compact part"
214,214,239,CustomRat_striosome,22,0,,,striosome
215,215,240,CustomRat_matrix,22,0,,,matrix
216,216,241,CustomMouse_Dorsomedial striatum,21,0,dmStr,,Dorsomedial striatum
217,217,242,"CustomMouse_Substantia nigra, pars compacta",21,0,snc,,"Substantia nigra, pars compacta"
218,218,243,CustomRat_Substantia nigra,22,0,SN,,Substantia nigra
219,219,244,Pax98_Substantia nigra,11,0,SN,,Substantia nigra
220,220,246,Pax86_Substantia nigra,28,0,SN,,Substantia nigra
221,221,247,CustomRat_Striatum,22,0,Str,,Striatum
222,222,248,CustomMouse_Substantia nigra,21,0,,,Substantia nigra
223,223,249,"CustomRat_striatum, lateral",22,0,StrL,,"striatum, lateral"
224,224,250,"CustomRat_Striatum, medial",22,0,StrM,,"Striatum, medial"
225,225,251,CustomRat_nucleus accumbens shell region,22,0,NAcSh,,nucleus accumbens shell region
226,226,252,"CustomRat_Nucleus accumbens, core region",22,0,NacC,,"Nucleus accumbens, core region"
227,227,253,CustomMouse_Dorsolateral striatum,21,0,dlStr,,Dorsolateral striatum
228,228,254,FrPax96_Accumbens nucleus,29,0,Nacc,,Accumbens nucleus
229,229,255,Pax98_Accumbens nucleus,11,0,Nacc,,Accumbens nucleus
230,230,256,"CustomRat_Substantia nigra, compact part",22,0,SNC,,"Substantia nigra, compact part"
231,231,257,"CustomRat_Substantia nigra, reticular part",22,0,SNR,,"Substantia nigra, reticular part"
232,232,258,CustomRat_Globus pallidus,22,0,GP,,Globus pallidus
233,233,259,CustomRat_Subthalamic nucleus,22,0,STh,,Subthalamic nucleus
234,234,260,CustomRat_Entopeduncular nucleus,22,0,EP,,Entopeduncular nucleus
235,235,261,"CustomRat_Accumbens nucleus, rostral pole",22,0,NacR,,"Accumbens nucleus, rostral pole"
236,236,262,"CustomRat_Striatum, rostral dorsal part",22,0,,,"Striatum, rostral dorsal part"
237,237,263,"CustomRat_Substantia nigra, compact part, dorsal part",22,0,,,"Substantia nigra, compact part, dorsal part"
238,238,264,"CustomRat_Substantia nigra, compact part, lateral part",22,0,,,"Substantia nigra, compact part, lateral part"
239,239,265,"CustomRat_Substantia nigra, compact part, ventral part",22,0,,,"Substantia nigra, compact part, ventral part"
240,240,266,CustomMouse_Dorsal striatum,21,0,,,Dorsal striatum
241,241,267,"CustomRat_Striatum, dorsolateral",22,0,,,"Striatum, dorsolateral"
242,242,268,"CustomRat_Striatum, ventromedial",22,0,,,"Striatum, ventromedial"
243,243,269,CustomRat_nucleus accumbens,22,0,,,nucleus accumbens
244,244,270,"CustomMouse_Nucleus accumbens, core region",21,0,,,"Nucleus accumbens, core region"
245,245,271,Pax05_Substantia nigra,19,0,SN,,Substantia nigra
246,246,272,CustomMouse_Globus pallidus,21,0,,,Globus pallidus
247,247,273,CustomMouse_Subthalamic nucleus,21,0,,,Subthalamic nucleus
248,248,274,"CustomMouse_Substantia nigra, pars reticulata",21,0,,,"Substantia nigra, pars reticulata"
249,249,275,CustomMouse_Striatum,21,0,,,Striatum
250,250,276,CustomRat_Neostriatum,22,0,nstr,,Neostriatum
251,251,277,"CustomRat_Accumbens core, medial",22,0,,,"Accumbens core, medial"
252,252,278,"Pax98_Substantia nigra, compact part",11,0,,,"Substantia nigra, compact part"
253,253,279,CustomMouse_Entopeduncular nucleus,21,0,,,Entopeduncular nucleus
254,254,280,"CustomRat_Striatum, dorsomedial",22,0,,,"Striatum, dorsomedial"
255,255,281,CustomRat_Dorsal striatum,22,0,,,Dorsal striatum
256,256,283,CustomRat_External globus pallidus,22,0,,,External globus pallidus
257,257,284,CustomRat_Internal globus pallidus,22,0,,,Internal globus pallidus
258,258,285,"Pax07_Substantia nigra, compacta part",7,0,SNC,,"Substantia nigra, compacta part"
259,259,286,FrPax96_Substantia nigra,29,0,SN,,Substantia nigra
260,260,287,"CustomRat_Substantia nigra, rostro-dorso-medial part",22,0,SNrm,rostro-dorso-medial region of the SNpc (SNrm),"Substantia nigra, rostro-dorso-medial part"
261,261,288,"CustomRat_Substantia nigra, caudo-ventro-lateral part",22,0,SNcv,including the SN pars reticulata and the ventrolateral region of pars compacta.,"Substantia nigra, caudo-ventro-lateral part"
262,262,289,"Custommouse_Substantia nigra, compact part, central portion",21,0,SNcc,,"Substantia nigra, compact part, central portion"
263,263,290,"Custommouse_Substantia nigra, compact part, medial portion",21,0,SNcm,,"Substantia nigra, compact part, medial portion"
264,264,291,Pax07_Substantia nigra,7,0,SN,,Substantia nigra
265,265,293,"CustomRat_Striatum, ventrolateral",22,0,,,"Striatum, ventrolateral"
266,266,294,CustomMouse_Rostral caudoputamen,21,0,CPr,,Rostral caudoputamen
267,267,295,CustomMouse_Intermediate caudoputamen,21,0,Cpi,,Intermediate caudoputamen
268,268,296,CustomMouse_Caudal caudoputamen,21,0,CPc,,Caudal caudoputamen
269,269,297,"CustomMouse_Striatum, putamen region",21,0,,,"Striatum, putamen region"
270,270,298,AMBAv1_Caudoputamen,17,0,,,Caudoputamen
271,271,299,PaxCh09_Striatum,10,0,,,Striatum
