,bg_id,bams_id,relation_type,description
106,73,63,overlapping,"The posterior parietal association area in Swanson's atlas is a large cortical area with areas overlapping WHS cortical regions (from anterior to posterior): secondary visual cortex, medial area, medial parietal association cortex, lateral parietal association cortex, parietal cortex, posterior area, secondary visual cortex, lateral area, secondary auditory cortex, dorsal area"
107,74,63,overlapping,"The posterior parietal association area in Swanson's atlas is a large cortical area with areas overlapping WHS cortical regions (from anterior to posterior): secondary visual cortex, medial area, medial parietal association cortex, lateral parietal association cortex, parietal cortex, posterior area, secondary visual cortex, lateral area, secondary auditory cortex, dorsal area"
108,75,63,overlapping,"The posterior parietal association area in Swanson's atlas is a large cortical area with areas overlapping WHS cortical regions (from anterior to posterior): secondary visual cortex, medial area, medial parietal association cortex, lateral parietal association cortex, parietal cortex, posterior area, secondary visual cortex, lateral area, secondary auditory cortex, dorsal area"
109,76,63,overlapping,"The posterior parietal association area in Swanson's atlas is a large cortical area with areas overlapping WHS cortical regions (from anterior to posterior): secondary visual cortex, medial area, medial parietal association cortex, lateral parietal association cortex, parietal cortex, posterior area, secondary visual cortex, lateral area, secondary auditory cortex, dorsal area"
110,77,63,overlapping,"The posterior parietal association area in Swanson's atlas is a large cortical area with areas overlapping WHS cortical regions (from anterior to posterior): secondary visual cortex, medial area, medial parietal association cortex, lateral parietal association cortex, parietal cortex, posterior area, secondary visual cortex, lateral area, secondary auditory cortex, dorsal area"
111,78,63,overlapping,"The posterior parietal association area in Swanson's atlas is a large cortical area with areas overlapping WHS cortical regions (from anterior to posterior): secondary visual cortex, medial area, medial parietal association cortex, lateral parietal association cortex, parietal cortex, posterior area, secondary visual cortex, lateral area, secondary auditory cortex, dorsal area"
112,52,64,overlapping,"The rostral part of Swanson's postpiriform transition area overlaps with WHS neocortex, while the caudal part overlaps with WHS lateral entorhinal cortex"
113,61,64,overlapping,"The rostral part of Swanson's postpiriform transition area overlaps with WHS neocortex, while the caudal part overlaps with WHS lateral entorhinal cortex"
114,55,65,part of,Swanson's Precommissural nucleus (PRC) is part of the WHS periaqueductal gray
115,79,66,overlapping,"At its rostral extreme, Swanson's prelimbic area overlaps with WHS frontal association cortex. More posteriorly, it overlaps WHS medial orbital cortex and prelimbic cortex. It seems that rostrally, the Swanson prelimbic area is larger than its WHS counterpart, with the dorsal part corresponding to WHS prelimbic cortex and the ventral part to WHS medial orbital cortex. At the posterior end of Swanson's prelimbic area, the WHS region is larger (also extending dorsally into Swanson's dorsal anterior cingulate area). "
116,71,66,overlapping,"At its rostral extreme, Swanson's prelimbic area overlaps with WHS frontal association cortex. More posteriorly, it overlaps WHS medial orbital cortex and prelimbic cortex. It seems that rostrally, the Swanson prelimbic area is larger than its WHS counterpart, with the dorsal part corresponding to WHS prelimbic cortex and the ventral part to WHS medial orbital cortex. At the posterior end of Swanson's prelimbic area, the WHS region is larger (also extending dorsally into Swanson's dorsal anterior cingulate area). "
117,67,66,overlapping,"At its rostral extreme, Swanson's prelimbic area overlaps with WHS frontal association cortex. More posteriorly, it overlaps WHS medial orbital cortex and prelimbic cortex. It seems that rostrally, the Swanson prelimbic area is larger than its WHS counterpart, with the dorsal part corresponding to WHS prelimbic cortex and the ventral part to WHS medial orbital cortex. At the posterior end of Swanson's prelimbic area, the WHS region is larger (also extending dorsally into Swanson's dorsal anterior cingulate area). "
118,43,67,overlapping,"At its rostral extreme, Swanson's primary motor area overlaps WHS dorsolateral orbital cortex. Throughout the rest of the area, it overlaps both WHS primary and secondary motor cortex, as well as the frontal cortex, area 3. In anterior levels, the correspondence with WHS primary motor cortex is quite good. However, Swanson's primary motor area extends more medially than its WHS counterpart at intermediate and caudal levels, and in this area overlaps with WHS secondary motor area."
119,90,67,overlapping,"At its rostral extreme, Swanson's primary motor area overlaps WHS dorsolateral orbital cortex. Throughout the rest of the area, it overlaps both WHS primary and secondary motor cortex, as well as the frontal cortex, area 3. In anterior levels, the correspondence with WHS primary motor cortex is quite good. However, Swanson's primary motor area extends more medially than its WHS counterpart at intermediate and caudal levels, and in this area overlaps with WHS secondary motor area."
120,80,67,overlapping,"At its rostral extreme, Swanson's primary motor area overlaps WHS dorsolateral orbital cortex. Throughout the rest of the area, it overlaps both WHS primary and secondary motor cortex, as well as the frontal cortex, area 3. In anterior levels, the correspondence with WHS primary motor cortex is quite good. However, Swanson's primary motor area extends more medially than its WHS counterpart at intermediate and caudal levels, and in this area overlaps with WHS secondary motor area."
121,91,67,overlapping,"At its rostral extreme, Swanson's primary motor area overlaps WHS dorsolateral orbital cortex. Throughout the rest of the area, it overlaps both WHS primary and secondary motor cortex, as well as the frontal cortex, area 3. In anterior levels, the correspondence with WHS primary motor cortex is quite good. However, Swanson's primary motor area extends more medially than its WHS counterpart at intermediate and caudal levels, and in this area overlaps with WHS secondary motor area."
122,32,68,part of,Swanson's Retrorubral area (RR) is part of the WHS Brainstem
123,32,69,part of,Swanson's Rostral linear nucleus raphe (RL) is part of the WHS Brainstem
124,79,70,overlapping,"At its rostral extreme, Swanson's secondary motor area overlaps WHS frontal association cortex. Otherwise, the rostral part is quite similar to WHS secondary motor cortex. At intermediate levels, however, there is some overlap with WHS cingulate cortex, area 1 medially. Caudally, there might also be some overlap with WHS retrosplenial dysgranular cortex."
125,80,70,overlapping,"At its rostral extreme, Swanson's secondary motor area overlaps WHS frontal association cortex. Otherwise, the rostral part is quite similar to WHS secondary motor cortex. At intermediate levels, however, there is some overlap with WHS cingulate cortex, area 1 medially. Caudally, there might also be some overlap with WHS retrosplenial dysgranular cortex."
126,49,70,overlapping,"At its rostral extreme, Swanson's secondary motor area overlaps WHS frontal association cortex. Otherwise, the rostral part is quite similar to WHS secondary motor cortex. At intermediate levels, however, there is some overlap with WHS cingulate cortex, area 1 medially. Caudally, there might also be some overlap with WHS retrosplenial dysgranular cortex."
127,81,70,overlapping,"At its rostral extreme, Swanson's secondary motor area overlaps WHS frontal association cortex. Otherwise, the rostral part is quite similar to WHS secondary motor cortex. At intermediate levels, however, there is some overlap with WHS cingulate cortex, area 1 medially. Caudally, there might also be some overlap with WHS retrosplenial dysgranular cortex."
128,32,71,part of,Swanson's Subparafascicular nucleus (SPF) is part of the WHS Brainstem
129,96,72,overlapping,"Rostrally, Swanson's substantia innominata overlaps with the WHS ventral pallidum and basal forebrain. More posteriorly, from plate 21, Swanson's substantia innominata is part of the WHS basal forebrain region."
130,48,72,overlapping,"Rostrally, Swanson's substantia innominata overlaps with the WHS ventral pallidum and basal forebrain. More posteriorly, from plate 21, Swanson's substantia innominata is part of the WHS basal forebrain region."
131,8,73,includes,"The substantia nigra in Swanson's atlas is subdivided into a reticular and compact part, while the WHS substantia nigra has a reticular, compact and a lateral part. The substantia nigra, lateral part in WHS overlaps both subdivisions in the Swanson atlas. Generally, the substantia nigra of Waxholm appears slightly bigger than that of Swanson."
132,9,73,includes,"The substantia nigra in Swanson's atlas is subdivided into a reticular and compact part, while the WHS substantia nigra has a reticular, compact and a lateral part. The substantia nigra, lateral part in WHS overlaps both subdivisions in the Swanson atlas. Generally, the substantia nigra of Waxholm appears slightly bigger than that of Swanson."
133,16,73,overlapping,"The substantia nigra in Swanson's atlas is subdivided into a reticular and compact part, while the WHS substantia nigra has a reticular, compact and a lateral part. The substantia nigra, lateral part in WHS overlaps both subdivisions in the Swanson atlas. Generally, the substantia nigra of Waxholm appears slightly bigger than that of Swanson."
134,8,74,includes,"WHS' substantia nigra compact part (SNC) makes up most of Swanson's structure with the same name, but does not fully cover it. However, the WHS substantia nigra lateral part also overlaps with Swanson's substantia nigra pars compacta, complicating the relationship slightly. The substantia nigra, lateral part in WHS overlaps with Swanson's substantia nigra, compact part, but with a very small area of overlap that is hard to define clearly."
135,16,74,overlapping,"WHS' substantia nigra compact part (SNC) makes up most of Swanson's structure with the same name, but does not fully cover it. However, the WHS substantia nigra lateral part also overlaps with Swanson's substantia nigra pars compacta, complicating the relationship slightly. The substantia nigra, lateral part in WHS overlaps with Swanson's substantia nigra, compact part, but with a very small area of overlap that is hard to define clearly."
136,9,75,includes,"WHS' substantia nigra reticular part makes up most of Swanson's substantia nigra reticular part. However, Waxholm's substantia nigra lateral part also overlaps with Swanson's substantia nigra pars reticulata, complicating the relationship slightly. The substantia nigra, lateral part in the WHS overlaps with Swanson's substantia nigra, reticular part, but with a very small area of overlap that is hard to define clearly."
137,16,75,overlapping,"WHS' substantia nigra reticular part makes up most of Swanson's substantia nigra reticular part. However, Waxholm's substantia nigra lateral part also overlaps with Swanson's substantia nigra pars reticulata, complicating the relationship slightly. The substantia nigra, lateral part in the WHS overlaps with Swanson's substantia nigra, reticular part, but with a very small area of overlap that is hard to define clearly."
138,22,76,identical,"These structures are similar in shape, position and anteroposterior extent. The only difference is that the WHS subthalamic nucleus generally seems slightly smaller."
139,51,77,part of,Swanson's Tuberomammillary nucleus (TM) is part of the WHS hypothalamic region
140,82,78,overlapping,"Rostrally, Swanson's ventral auditory areas appear to overlap with WHS secondary somatosensory cortex. At intermediate levels, it primarily overlaps with WHS primary auditory cortex, while caudally it overlaps the secondary auditory cortex, ventral area"
141,83,78,overlapping,"Rostrally, Swanson's ventral auditory areas appear to overlap with WHS secondary somatosensory cortex. At intermediate levels, it primarily overlaps with WHS primary auditory cortex, while caudally it overlaps the secondary auditory cortex, ventral area"
142,84,78,overlapping,"Rostrally, Swanson's ventral auditory areas appear to overlap with WHS secondary somatosensory cortex. At intermediate levels, it primarily overlaps with WHS primary auditory cortex, while caudally it overlaps the secondary auditory cortex, ventral area"
143,97,79,overlapping,"Rostrally, Swanson's ventral tegmental area has a larger medial extent than the same area in WHS. In these rostral areas, the structures appear quite different and the nature of the overlap is hard to define. At intermediate levels, from Swanson's plate 36, the regions are more simialar, but the Swanson VTA has a dorsal extention that is not seen in the WHS VTA. Caudally, the WHS VTA seems to be placed more medially compared to Swanson's VTA. In sum, the two VTA delineations share quite a lot of their respective areas, but there are some areas of non-overlap that is primarily related to Swanson's version being bigger."
144,64,80,overlapping,"Rostrally, Swanson's visceral area overlaps the WHS granular insular cortex ventrally and the secondary somatosensory cortex dorsally. More caudally, the overlap is with the granular insular cortex dorsally and the dysgranular insular cortex ventrally."
145,85,81,overlapping,"The zona incerta in Swanson's atlas primarily overlaps the rostral, dorsal, ventral and caudal parts of the WHS zona incerta, but the anterior dorsomedial part also seems to overlap the ventromedial thalamic nucleus"
146,86,81,overlapping,"The zona incerta in Swanson's atlas primarily overlaps the rostral, dorsal, ventral and caudal parts of the WHS zona incerta, but the anterior dorsomedial part also seems to overlap the ventromedial thalamic nucleus"
147,87,81,overlapping,"The zona incerta in Swanson's atlas primarily overlaps the rostral, dorsal, ventral and caudal parts of the WHS zona incerta, but the anterior dorsomedial part also seems to overlap the ventromedial thalamic nucleus"
148,88,81,overlapping,"The zona incerta in Swanson's atlas primarily overlaps the rostral, dorsal, ventral and caudal parts of the WHS zona incerta, but the anterior dorsomedial part also seems to overlap the ventromedial thalamic nucleus"
149,89,81,overlapping,"The zona incerta in Swanson's atlas primarily overlaps the rostral, dorsal, ventral and caudal parts of the WHS zona incerta, but the anterior dorsomedial part also seems to overlap the ventromedial thalamic nucleus"
