,node1,node1Label,node2,node2Label,Similarity
952,MBA Cell Type Atlas_SST_brains,Specimen,MBA Cell Type Atlas_VIP_brains,Specimen,1.0
953,Rodrigues_2001_sections_TH_striatal_boutons_quantitation_cpu,DataType,Rodrigues_2001_sections_GFAP_cells_quantitation_cpu,DataType,1.0
954,MBA Cell Type Atlas_SST_brains,Specimen,MBA Cell Type Atlas_PV_brains,Specimen,1.0
955,Rodrigues_2001_sections_TH_striatal_boutons_quantitation_cpu,DataType,Rodrigues_2001_sections_OX42_cells_quantitation_cpu,DataType,1.0
956,MBA Cell Type Atlas_VIP_brains,Specimen,MBA Cell Type Atlas_SST_brains,Specimen,1.0
957,Rodrigues_2001_sections_OX42_cells_quantitation_cpu,DataType,Rodrigues_2001_sections_GFAP_cells_quantitation_cpu,DataType,1.0
958,MBA Cell Type Atlas_VIP_brains,Specimen,MBA Cell Type Atlas_PV_brains,Specimen,1.0
959,Rodrigues_2001_sections_OX42_cells_quantitation_cpu,DataType,Rodrigues_2001_sections_TH_striatal_boutons_quantitation_cpu,DataType,1.0
960,NMO_Martone_2006_slices,Specimen,Gross_2003_sections,Specimen,1.0
961,Rodrigues_2001_sections_GFAP_cells_quantitation_cpu,DataType,Rodrigues_2001_sections_OX42_cells_quantitation_cpu,DataType,1.0
962,NMO_Martone_2006_slices,Specimen,Chan_1997_sections,Specimen,1.0
963,Rodrigues_2001_sections_GFAP_cells_quantitation_cpu,DataType,Rodrigues_2001_sections_TH_striatal_boutons_quantitation_cpu,DataType,1.0
964,Champy_2003_sections_TH,Specimen,Champy_2003_sections_chat,Specimen,1.0
965,Samadi_2013_13w_sections_neurons_quantitation_cpu,DataType,Samadi_2013_13w_sections_glia_quantitation_cpu,DataType,1.0
966,Champy_2003_sections_TH,Specimen,Champy_2003_sections_DARRP,Specimen,1.0
967,Samadi_2013_13w_sections_glia_quantitation_cpu,DataType,Samadi_2013_13w_sections_neurons_quantitation_cpu,DataType,1.0
968,Chan_1997_sections,Specimen,Gross_2003_sections,Specimen,1.0
969,Saylor_2006_sections_all_spines_quantitation_cpu,DataType,Saylor_2006_sections_proximal_spines_quantitation_cpu,DataType,1.0
970,Chan_1997_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
971,Saylor_2006_sections_all_spines_quantitation_cpu,DataType,Saylor_2006_sections_distal_spines_quantitation_cpu,DataType,1.0
972,Frau_2011_sections,Specimen,Gonzales-Aparicio_2011_young_sections,Specimen,1.0
973,Saylor_2006_sections_distal_spines_quantitation_cpu,DataType,Saylor_2006_sections_proximal_spines_quantitation_cpu,DataType,1.0
974,Frau_2011_sections,Specimen,Gonzales-Aparicio_2011_old_sections,Specimen,1.0
975,Saylor_2006_sections_distal_spines_quantitation_cpu,DataType,Saylor_2006_sections_all_spines_quantitation_cpu,DataType,1.0
976,Gomide_2005_sections_bgfg,Specimen,Bostanci_2008_sections,Specimen,1.0
977,Saylor_2006_sections_proximal_spines_quantitation_cpu,DataType,Saylor_2006_sections_distal_spines_quantitation_cpu,DataType,1.0
978,Gomide_2005_sections_bgfg,Specimen,Gomide_2005_sections_s100,Specimen,1.0
979,Saylor_2006_sections_proximal_spines_quantitation_cpu,DataType,Saylor_2006_sections_all_spines_quantitation_cpu,DataType,1.0
980,Gomide_2005_sections_s100,Specimen,Bostanci_2008_sections,Specimen,1.0
981,Sharpe_1998_adult_ultrathin_synapses_dendr_quantitation_cpu,DataType,Sharpe_1998_P15_ultrathin_synapses_dendr_quantitation_cpu,DataType,1.0
982,Gomide_2005_sections_s100,Specimen,Gomide_2005_sections_bgfg,Specimen,1.0
983,Sharpe_1998_adult_ultrathin_synapses_dendr_quantitation_cpu,DataType,Sharpe_1998_P10_ultrathin_synapses_dendr_quantitation_cpu,DataType,1.0
984,Gonzales-Aparicio_2011_old_sections,Specimen,Gonzales-Aparicio_2011_young_sections,Specimen,1.0
985,Sharpe_1998_adult_ultrathin_synapses_spines_quantitation_cpu,DataType,Sharpe_1998_P15_ultrathin_synapses_spines_quantitation_cpu,DataType,1.0
986,Gonzales-Aparicio_2011_old_sections,Specimen,Frau_2011_sections,Specimen,1.0
987,Sharpe_1998_adult_ultrathin_synapses_spines_quantitation_cpu,DataType,Sharpe_1998_P10_ultrathin_synapses_spines_quantitation_cpu,DataType,1.0
988,Gonzales-Aparicio_2011_young_sections,Specimen,Gonzales-Aparicio_2011_old_sections,Specimen,1.0
989,Sharpe_1998_P10_ultrathin_synapses_dendr_quantitation_cpu,DataType,Sharpe_1998_P15_ultrathin_synapses_dendr_quantitation_cpu,DataType,1.0
990,Gonzales-Aparicio_2011_young_sections,Specimen,Frau_2011_sections,Specimen,1.0
991,Sharpe_1998_P10_ultrathin_synapses_dendr_quantitation_cpu,DataType,Sharpe_1998_adult_ultrathin_synapses_dendr_quantitation_cpu,DataType,1.0
992,Gross_2003_sections,Specimen,Chan_1997_sections,Specimen,1.0
993,Sharpe_1998_P10_ultrathin_synapses_spines_quantitation_cpu,DataType,Sharpe_1998_P15_ultrathin_synapses_spines_quantitation_cpu,DataType,1.0
994,Gross_2003_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
995,Sharpe_1998_P10_ultrathin_synapses_spines_quantitation_cpu,DataType,Sharpe_1998_adult_ultrathin_synapses_spines_quantitation_cpu,DataType,1.0
996,Horvath_2011_sections,Specimen,Chan_1997_sections,Specimen,1.0
997,Sharpe_1998_P15_ultrathin_synapses_dendr_quantitation_cpu,DataType,Sharpe_1998_P10_ultrathin_synapses_dendr_quantitation_cpu,DataType,1.0
998,Horvath_2011_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
999,Sharpe_1998_P15_ultrathin_synapses_dendr_quantitation_cpu,DataType,Sharpe_1998_adult_ultrathin_synapses_dendr_quantitation_cpu,DataType,1.0
1000,Ip_2017_sections,Specimen,Price_2009_sections_nissl,Specimen,1.0
1001,Sharpe_1998_P15_ultrathin_synapses_spines_quantitation_cpu,DataType,Sharpe_1998_P10_ultrathin_synapses_spines_quantitation_cpu,DataType,1.0
1002,Ip_2017_sections,Specimen,Price_2009_sections_TH,Specimen,1.0
1003,Sharpe_1998_P15_ultrathin_synapses_spines_quantitation_cpu,DataType,Sharpe_1998_adult_ultrathin_synapses_spines_quantitation_cpu,DataType,1.0
1004,Janis_2008_sections,Specimen,Chan_1997_sections,Specimen,1.0
1005,Sharpe_1998_P21_ultrathin_synapses_dendr_quantitation_cpu,DataType,Sharpe_1998_P10_ultrathin_synapses_dendr_quantitation_cpu,DataType,1.0
1006,Janis_2008_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1007,Sharpe_1998_P21_ultrathin_synapses_dendr_quantitation_cpu,DataType,Sharpe_1998_adult_ultrathin_synapses_dendr_quantitation_cpu,DataType,1.0
1008,Johnson_2010_mice_sections,Specimen,Fukuda_1994_sections,Specimen,1.0
1009,Sharpe_1998_P21_ultrathin_synapses_spines_quantitation_cpu,DataType,Sharpe_1998_P10_ultrathin_synapses_spines_quantitation_cpu,DataType,1.0
1010,Johnson_2010_rats_sections,Specimen,Sanchez_2008_5m_sections,Specimen,1.0
1011,Sharpe_1998_P21_ultrathin_synapses_spines_quantitation_cpu,DataType,Sharpe_1998_adult_ultrathin_synapses_spines_quantitation_cpu,DataType,1.0
1012,Johnson_2010_rats_sections,Specimen,Sanchez_2008_22m_sections,Specimen,1.0
1013,Song_2013_sections_chat_neurons_quantitation_cpu,DataType,Song_2013_sections_pv_neurons_quantitation_cpu,DataType,1.0
1014,Johnson_2010_Wtmice_sections,Specimen,Kusnoor_2010_golgi_sections,Specimen,1.0
1015,Song_2013_sections_pv_neurons_quantitation_cpu,DataType,Song_2013_sections_chat_neurons_quantitation_cpu,DataType,1.0
1016,Johnson_2010b_rat_sections,Specimen,Liu_2004_sections_FGF1,Specimen,1.0
1017,Uryu_2001_ultrathin_asym_synapses_quantitation_cpu,DataType,Uryu_2001_ultrathin_sym_synapses_quantitation_cpu,DataType,1.0
1018,Johnson_2010b_rat_sections,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1019,Uryu_2001_ultrathin_sym_synapses_quantitation_cpu,DataType,Uryu_2001_ultrathin_asym_synapses_quantitation_cpu,DataType,1.0
1020,Johnson_2010b_mouse_sections,Specimen,Gonzales-Aparicio_2011_old_sections,Specimen,1.0
1021,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation_cpu,DataType,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation_cpu,DataType,1.0
1022,Johnson_2010b_mouse_sections,Specimen,Frau_2011_sections,Specimen,1.0
1023,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation_cpu,DataType,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation_cpu,DataType,1.0
1024,Komnig_2016_14w_sections,Specimen,Chan_1997_sections,Specimen,1.0
1025,Zhang_2016_ultrathin_synapses_asym_quantitation_cpu_dendr,DataType,Zhang_2016_ultrathin_synapses_sym_quantitation_cpu_dendr,DataType,1.0
1026,Komnig_2016_14w_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1027,Zhang_2016_ultrathin_synapses_sym_quantitation_cpu_dendr,DataType,Zhang_2016_ultrathin_synapses_asym_quantitation_cpu_dendr,DataType,1.0
1028,Komnig_2016_24w_sections,Specimen,Chan_1997_sections,Specimen,1.0
1029,Zhang_2016_ultrathin_synapses_asym_quantitation_cpu,DataType,Zhang_2016_ultrathin_synapses_quantitation_cpu,DataType,1.0
1030,Komnig_2016_24w_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1031,Zhang_2016_ultrathin_synapses_quantitation_cpu,DataType,Zhang_2016_ultrathin_synapses_asym_quantitation_cpu,DataType,1.0
1032,Komnig_2016b_sections,Specimen,Chan_1997_sections,Specimen,1.0
1033,Zoli_1990_sections_GR_neurons_quantitation_cpu,DataType,Zoli_1990_sections_npy_neurons_quantitation_cpu,DataType,1.0
1034,Komnig_2016b_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1035,Zoli_1990_sections_npy_neurons_quantitation_cpu,DataType,Zoli_1990_sections_GR_neurons_quantitation_cpu,DataType,1.0
1036,Lieb_1996_sections,Specimen,Lieb_1996_P63_sections,Specimen,1.0
1037,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,McArthur_2016_male_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1038,Liu_2004_sections_FGF1,Specimen,Johnson_2010b_rat_sections,Specimen,1.0
1039,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,1.0
1040,Liu_2004_sections_FGF1,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1041,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,McArthur_2016_male_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1042,Liu_2004_sections_FGF2,Specimen,Johnson_2010b_rat_sections,Specimen,1.0
1043,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1044,Liu_2004_sections_FGF2,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1045,McArthur_2016_female_sections_GS_cells_quantitation_snc_caudal,DataType,McArthur_2016_female_sections_TH_cells_quantitation_SNc_caudal,DataType,1.0
1046,Ma_2009_mountedsections_nissl,Specimen,Shaw_2010_sections,Specimen,1.0
1047,McArthur_2016_female_sections_GS_cells_quantitation_snc_caudal,DataType,McArthur_2016_male_sections_GS_cells_quantitation_snc_caudal,DataType,1.0
1048,Ma_2009_mountedsections_nissl,Specimen,Ma_2009_mountedsections_TH,Specimen,1.0
1049,McArthur_2016_male_sections_GS_cells_quantitation_snc_intermediate_1,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,1.0
1050,Ma_2009_mountedsections_TH,Specimen,Shaw_2010_sections,Specimen,1.0
1051,McArthur_2016_male_sections_GS_cells_quantitation_snc_intermediate_1,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1052,Ma_2009_mountedsections_TH,Specimen,Ma_2009_mountedsections_nissl,Specimen,1.0
1053,McArthur_2016_male_sections_GS_cells_quantitation_SNc_intermediate_2,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,1.0
1054,McCormack_2002_sections_TH,Specimen,Chan_1997_sections,Specimen,1.0
1055,McArthur_2016_male_sections_GS_cells_quantitation_SNc_intermediate_2,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1056,McCormack_2002_sections_TH,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1057,McArthur_2016_male_sections_GS_cells_quantitation_snc_caudal,DataType,McArthur_2016_female_sections_TH_cells_quantitation_SNc_caudal,DataType,1.0
1058,McCormack_2002_sections_GAD,Specimen,Chan_1997_sections,Specimen,1.0
1059,McArthur_2016_male_sections_GS_cells_quantitation_snc_caudal,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_caudal,DataType,1.0
1060,McCormack_2002_sections_GAD,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1061,McArthur_2016_female_sections_TH_cells_quantitation_snc_intermediate_1,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,1.0
1062,Olson_2015_sections_TH,Specimen,Olson_2015_sections_CD11b,Specimen,1.0
1063,McArthur_2016_female_sections_TH_cells_quantitation_snc_intermediate_1,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1064,Olson_2015_sections_CD11b,Specimen,Olson_2015_sections_TH,Specimen,1.0
1065,McArthur_2016_female_sections_TH_cells_quantitation_SNc_intermediate_2,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,1.0
1066,Oorschot_1996_sections,Specimen,Sharpe_1998_P21_ultrathin,Specimen,1.0
1067,McArthur_2016_female_sections_TH_cells_quantitation_SNc_intermediate_2,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1068,Oorschot_1996_sections,Specimen,Johnston_1987_sections,Specimen,1.0
1069,McArthur_2016_female_sections_TH_cells_quantitation_SNc_caudal,DataType,McArthur_2016_male_sections_GS_cells_quantitation_snc_caudal,DataType,1.0
1070,Pang_2016_brains,Specimen,Johnson_2010b_rat_sections,Specimen,1.0
1071,McArthur_2016_female_sections_TH_cells_quantitation_SNc_caudal,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_caudal,DataType,1.0
1072,Pang_2016_brains,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1073,McArthur_2016_male_sections_TH_cells_quantitation_SNc_intermediate_1,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,1.0
1074,Panneton_2010_sections,Specimen,Johnson_2010b_rat_sections,Specimen,1.0
1075,McArthur_2016_male_sections_TH_cells_quantitation_SNc_intermediate_1,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1076,Panneton_2010_sections,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1077,McArthur_2016_male_sections_TH_cells_quantitation_SNc_intermediate_2,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_2,DataType,1.0
1078,Passos_2012_sections,Specimen,Loescher_2006_sham_sections_GAD65,Specimen,1.0
1079,McArthur_2016_male_sections_TH_cells_quantitation_SNc_intermediate_2,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_intermediate_1,DataType,1.0
1080,Passos_2012_sections,Specimen,Loescher_2006_sham_sections_GABA,Specimen,1.0
1081,McArthur_2016_male_sections_TH_cells_quantitation_SNc_caudal,DataType,McArthur_2016_male_sections_GS_cells_quantitation_snc_caudal,DataType,1.0
1082,Price_2009_sections_TH,Specimen,Price_2009_sections_nissl,Specimen,1.0
1083,McArthur_2016_male_sections_TH_cells_quantitation_SNc_caudal,DataType,McArthur_2016_female_sections_GS_cells_quantitation_snc_caudal,DataType,1.0
1084,Price_2009_sections_TH,Specimen,Ip_2017_sections,Specimen,1.0
1085,Uryu_1999_ultrathin_asym_synapses_quantitation_cpu_DM,DataType,Uryu_1999_ultrathin_sym_synapses_quantitation_cpu_DM,DataType,1.0
1086,Price_2009_sections_nissl,Specimen,Price_2009_sections_TH,Specimen,1.0
1087,Uryu_1999_ultrathin_sym_synapses_quantitation_cpu_DM,DataType,Uryu_1999_ultrathin_asym_synapses_quantitation_cpu_DM,DataType,1.0
1088,Price_2009_sections_nissl,Specimen,Ip_2017_sections,Specimen,1.0
1089,Uryu_1999_ultrathin_asym_synapses_quantitation_psa-ncam_cpu_DM,DataType,Uryu_1999_ultrathin_sym_synapses_quantitation_psa-ncam_cpu_DM,DataType,1.0
1090,Sanchez_2008_22m_sections,Specimen,Sanchez_2008_5m_sections,Specimen,1.0
1091,Uryu_1999_ultrathin_sym_synapses_quantitation_psa-ncam_cpu_DM,DataType,Uryu_1999_ultrathin_asym_synapses_quantitation_psa-ncam_cpu_DM,DataType,1.0
1092,Sanchez_2008_22m_sections,Specimen,Johnson_2010_rats_sections,Specimen,1.0
1093,Wouterlood_2012_sections_vglut1_boutons_quantitation_shell,DataType,Wouterlood_2012_sections_vglut2_terminals_quantitation_shell,DataType,1.0
1094,Sanchez_2008_30m_sections,Specimen,Fischer_1992_30m_sections,Specimen,1.0
1095,Wouterlood_2012_sections_vglut2_terminals_quantitation_shell,DataType,Wouterlood_2012_sections_vglut1_boutons_quantitation_shell,DataType,1.0
1096,Sanchez_2008_5m_sections,Specimen,Sanchez_2008_22m_sections,Specimen,1.0
1097,Fauchey_2000_sections_PPA/D3_PPA-/D3+_cells_quantitation_nacc_shell,DataType,Fauchey_2000_sections_PPA/D3_cells_quantitation_nacc_shell,DataType,1.0
1098,Sanchez_2008_5m_sections,Specimen,Johnson_2010_rats_sections,Specimen,1.0
1099,Fauchey_2000_sections_PPA/D3_cells_quantitation_nacc_shell,DataType,Fauchey_2000_sections_PPA/D3_PPA-/D3+_cells_quantitation_nacc_shell,DataType,1.0
1100,Simkins_2012_sections,Specimen,Chan_1997_sections,Specimen,1.0
1101,Klenowski_2016_old_slices_MSN_spines_quantitation_nacc_shell,DataType,Klenowski_2016_young_slices_MSN_spines_quantitation_nacc_shell,DataType,1.0
1102,Simkins_2012_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1103,Klenowski_2016_young_slices_MSN_spines_quantitation_nacc_shell,DataType,Klenowski_2016_old_slices_MSN_spines_quantitation_nacc_shell,DataType,1.0
1104,Smeyne_2016_sections_modelbased,Specimen,Chan_1997_sections,Specimen,1.0
1105,Pickel_2006_sections_CB1R_terminals_quantitation_nacc_shell,DataType,Pickel_2006_sections_CB1R_terminals_asym_quantitation_nacc_shell,DataType,1.0
1106,Smeyne_2016_sections_modelbased,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1107,Pickel_2006_sections_CB1R_terminals_quantitation_nacc_shell,DataType,Pickel_2006_sections_D2R_terminals_quantitation_nacc_shell,DataType,1.0
1108,Smeyne_2016_sections_designbased,Specimen,Chan_1997_sections,Specimen,1.0
1109,Pickel_2006_sections_D2R_terminals_quantitation_nacc_shell,DataType,Pickel_2006_sections_CB1R_terminals_asym_quantitation_nacc_shell,DataType,1.0
1110,Smeyne_2016_sections_designbased,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1111,Pickel_2006_sections_D2R_terminals_quantitation_nacc_shell,DataType,Pickel_2006_sections_CB1R_terminals_quantitation_nacc_shell,DataType,1.0
1112,Song_2012_sections,Specimen,Abdurakhmanova_2017_sections_PV,Specimen,1.0
1113,Pickel_2006_sections_CB1R_terminals_asym_quantitation_nacc_shell,DataType,Pickel_2006_sections_D2R_terminals_quantitation_nacc_shell,DataType,1.0
1114,Song_2012_sections,Specimen,Vidyadhara_2017_c57bl/6_sections,Specimen,1.0
1115,Pickel_2006_sections_CB1R_terminals_asym_quantitation_nacc_shell,DataType,Pickel_2006_sections_CB1R_terminals_quantitation_nacc_shell,DataType,1.0
1116,Stayte_2015_sham_sections_TH,Specimen,Chan_1997_sections,Specimen,1.0
1117,Pickel_2006_sections_CB1R_terminals_sym_quantitation_nacc_shell,DataType,Pickel_2006_sections_D2R_terminals_quantitation_nacc_shell,DataType,1.0
1118,Stayte_2015_sham_sections_TH,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1119,Pickel_2006_sections_CB1R_terminals_sym_quantitation_nacc_shell,DataType,Pickel_2006_sections_CB1R_terminals_quantitation_nacc_shell,DataType,1.0
1120,Stayte_2015_shamveh_sections_TH,Specimen,Chan_1997_sections,Specimen,1.0
1121,Pickel_2006_sections_D2R_terminals_asym_quantitation_nacc_shell,DataType,Pickel_2006_sections_D2R_terminals_quantitation_nacc_shell,DataType,1.0
1122,Stayte_2015_shamveh_sections_TH,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1123,Pickel_2006_sections_D2R_terminals_asym_quantitation_nacc_shell,DataType,Pickel_2006_sections_CB1R_terminals_quantitation_nacc_shell,DataType,1.0
1124,Stayte_2015_shamveh_sections_Neun,Specimen,Chan_1997_sections,Specimen,1.0
1125,Pickel_2006_sections_D2R_terminals_sym_quantitation_nacc_shell,DataType,Pickel_2006_sections_D2R_terminals_quantitation_nacc_shell,DataType,1.0
1126,Stayte_2015_shamveh_sections_Neun,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1127,Pickel_2006_sections_D2R_terminals_sym_quantitation_nacc_shell,DataType,Pickel_2006_sections_CB1R_terminals_quantitation_nacc_shell,DataType,1.0
1128,Stayte_2015_sham_sections_neun,Specimen,Chan_1997_sections,Specimen,1.0
1129,Internal segment,BrainRegion,External segment,BrainRegion,1.0
1130,Stayte_2015_sham_sections_neun,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1131,External segment,BrainRegion,Internal segment,BrainRegion,1.0
1132,Taylor_2014_24m_sections,Specimen,Taylor_2014_18m_sections,Specimen,1.0
1133,Pallidum,BrainRegion,Ventral tegmental area,BrainRegion,1.0
1134,Taylor_2014_24m_sections,Specimen,Taylor_2014_30m_sections,Specimen,1.0
1135,Ventral tegmental area,BrainRegion,Pallidum,BrainRegion,1.0
1136,Taylor_2014_30m_sections,Specimen,Taylor_2014_18m_sections,Specimen,1.0
1137,"Globus pallidus external segment, medial part",BrainRegion,"Globus pallidus external, lateral part",BrainRegion,1.0
1138,Taylor_2014_30m_sections,Specimen,Taylor_2014_24m_sections,Specimen,1.0
1139,"Globus pallidus external, lateral part",BrainRegion,"Globus pallidus external segment, medial part",BrainRegion,1.0
1140,Taylor_2014_6m_sections,Specimen,Taylor_2014_12m_sections,Specimen,1.0
1141,"Accumbens nucleus, shell",BrainRegion,"Accumbens nucleus, core",BrainRegion,1.0
1142,vanBregt_2012_neurons_sections,Specimen,Johnson_2010b_rat_sections,Specimen,1.0
1143,"Accumbens nucleus, core",BrainRegion,"Accumbens nucleus, shell",BrainRegion,1.0
1144,vanBregt_2012_neurons_sections,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1145,Ventral tegmental area,BrainRegion,Pallidum,BrainRegion,1.0
1146,vanBregt_2012_th_sections,Specimen,Johnson_2010b_rat_sections,Specimen,1.0
1147,Pallidum,BrainRegion,Ventral tegmental area,BrainRegion,1.0
1148,vanBregt_2012_th_sections,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1149,Ariano_1997_striatum,RegionRecord,Petersen_2000_cpu,RegionRecord,1.0
1150,Vidyadhara_2017_c57bl/6_sections,Specimen,Abdurakhmanova_2017_sections_PV,Specimen,1.0
1151,Baker_1980_cpu,RegionRecord,Dos Santos_2018_striatum,RegionRecord,1.0
1152,Vidyadhara_2017_c57bl/6_sections,Specimen,Song_2012_sections,Specimen,1.0
1153,Baker_1980_cpu,RegionRecord,Dodds_2016_cpu,RegionRecord,1.0
1154,Vu_2000_sections,Specimen,Johnson_2010b_rat_sections,Specimen,1.0
1155,Bayer_1994_cpu,RegionRecord,Dos Santos_2018_striatum,RegionRecord,1.0
1156,Vu_2000_sections,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1157,Bayer_1994_cpu,RegionRecord,Dodds_2016_cpu,RegionRecord,1.0
1158,Vu_2000_pilot_sections,Specimen,Johnson_2010b_rat_sections,Specimen,1.0
1159,Bayer_1994_nacc,RegionRecord,NMO_Martone_nacc,RegionRecord,1.0
1160,Vu_2000_pilot_sections,Specimen,Roberts_1995_ultrathin,Specimen,1.0
1161,Bayer_1994_SN,RegionRecord,Olson_2015_sn,RegionRecord,1.0
1162,Winter_2007_sections,Specimen,Bukhatwa_2009_sections,Specimen,1.0
1163,Bayer_1994_SN,RegionRecord,Hermann_2013_SN,RegionRecord,1.0
1164,Winter_2007_sections,Specimen,Back_2013_sections,Specimen,1.0
1165,Burke_1990_striatum,RegionRecord,Champy_2003_striatumpart,RegionRecord,1.0
1166,Aguirre_1999_sections,Specimen,Chan_1997_sections,Specimen,1.0
1167,Burke_1990_striatum,RegionRecord,Champy_2003_striatum,RegionRecord,1.0
1168,Aguirre_1999_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1169,del Moral_2004_striatum,RegionRecord,Champy_2003_striatumpart,RegionRecord,1.0
1170,Alexi_1996_sections_TH,Specimen,Alexi_1996_sections_calr,Specimen,1.0
1171,del Moral_2004_striatum,RegionRecord,Champy_2003_striatum,RegionRecord,1.0
1172,Alexi_1996_sections_TH,Specimen,Alexi_1996_sections_calb,Specimen,1.0
1173,Fauchey_2000_cpu,RegionRecord,Xu_2007_cpu,RegionRecord,1.0
1174,Alexi_1996_sections_calb,Specimen,Alexi_1996_sections_calr,Specimen,1.0
1175,Fauchey_2000_cpu,RegionRecord,Peterson_1999_cpu,RegionRecord,1.0
1176,Alexi_1996_sections_calb,Specimen,Alexi_1996_sections_TH,Specimen,1.0
1177,Fogarty_2017_striatum,RegionRecord,Richner_2009_cpu,RegionRecord,1.0
1178,Alexi_1996_sections_calr,Specimen,Alexi_1996_sections_calb,Specimen,1.0
1179,Fogarty_2017_striatum,RegionRecord,Gomes_2015_cpu,RegionRecord,1.0
1180,Alexi_1996_sections_calr,Specimen,Alexi_1996_sections_TH,Specimen,1.0
1181,German_1993_SN,RegionRecord,Passos_2012_sn,RegionRecord,1.0
1182,Andrews_2005_G1_sections,Specimen,Gonzales-Aparicio_2011_old_sections,Specimen,1.0
1183,German_1993_SN,RegionRecord,Liu_2004_sn,RegionRecord,1.0
1184,Andrews_2005_G1_sections,Specimen,Frau_2011_sections,Specimen,1.0
1185,Gritti_2006_gp,RegionRecord,Sadek_2012_GP,RegionRecord,1.0
1186,Arai_1990_sections,Specimen,Chan_1997_sections,Specimen,1.0
1187,Guan_1999_cpu,RegionRecord,Fischer_1992_cpu,RegionRecord,1.0
1188,Arai_1990_sections,Specimen,NMO_Martone_2006_slices,Specimen,1.0
1189,Guan_1999_cpu,RegionRecord,Covey_2007_striatum,RegionRecord,1.0
1190,Back_2013_sections,Specimen,Bukhatwa_2009_sections,Specimen,1.0
1191,Guan_1999_striatum,RegionRecord,Champy_2003_striatumpart,RegionRecord,1.0
1192,Back_2013_sections,Specimen,Winter_2007_sections,Specimen,1.0
1193,Guan_1999_striatum,RegionRecord,Champy_2003_striatum,RegionRecord,1.0
1194,Bostanci_2008_sections,Specimen,Gomide_2005_sections_s100,Specimen,1.0
1195,Hain_2016_SN,RegionRecord,Olson_2015_sn,RegionRecord,1.0
1196,Bostanci_2008_sections,Specimen,Gomide_2005_sections_bgfg,Specimen,1.0
