,Name,Label,Page Rank Score
1127,2-methylbutane,Solution,0.23805541860056112
1128,Caudodorsal,RegionZone,0.2378900013049133
1129,Caudoventral,RegionZone,0.2378900013049133
1130,Caudal intermediate,RegionZone,0.2378900013049133
1131,Intermediate dorsolateral,RegionZone,0.2378900013049133
1132,Intermediate dorsomedial,RegionZone,0.2378900013049133
1133,Intermediate ventrolateral,RegionZone,0.2378900013049133
1134,Intermediate ventromedial,RegionZone,0.2378900013049133
1135,Rostral intermediate ventral,RegionZone,0.2378900013049133
1136,Wang_2007_sections,Specimen,0.23646093737334015
1137,Ballistic delivery,IntroductionType,0.236456298455596
1138,Dammar resin,Solution,0.23630331549793485
1139,Acetylated anhydride,Solution,0.2353694593999535
1140,Inner globus pallidus neuron,CellType,0.23522217502440565
1141,Outer globus pallidus neuron,CellType,0.23522217502440565
1142,Unspecified anti VVA_biotin,Reporter,0.2351486049592495
1143,Unspecified anti rabbit_Cy3,Reporter,0.2351486049592495
1144,Frontal association cortex,BrainRegion,0.23509544262804172
1145,Rosen_2001_LFMdetails,LightFluorescenceMicroscopeDetail,0.2350000012665987
1146,Lolova_1995_3m,Experiment,0.2349999949336052
1147,Lolova_1995_12m,Experiment,0.2349999949336052
1148,Lolova_1995_3m_sections_nissl,Specimen,0.2342916670255363
1149,Lolova_1995_12m_sections_nissl,Specimen,0.2342916670255363
1150,Uryu_1999_ultrathin,Specimen,0.234106530668214
1151,Sturrock_1991_sections,Specimen,0.2339375018840656
1152,,Source,0.233724997099489
1153,Pickel_2006,Experiment,0.23358332961797718
1154,,Source,0.23300249634776266
1155,C3H/HeJ,Substrain,0.232468359779341
1156,,Source,0.23241136008873584
1157,Substantia innominata,BamsRegion,0.23238829854459686
1158,Rodriguez_1999_stereology,StereologyDetail,0.23227734919637444
1159,Rodriguez_1999_cpu,RegionRecord,0.23227734919637444
1160,Nerve growth factor receptor,ReporterTarget,0.23222301527857783
1161,"Substantia nigra, reticular part",RegionOther,0.23203680666629228
1162,Entopeduncular nucleus,RegionOther,0.23203680666629228
1163,Baquet_2009_sections_recon_TH_neurons_quantitation,DataType,0.23191875293850903
1164,Streptavidin-Cy2,ReporterLabel,0.23187565850093964
1165,Streptavidin-Alexa fluor 488,ReporterLabel,0.23181250272318724
1166,Tg(TH-EGFP)1Gsat,TransgenicLine,0.23163187803002078
1167,NeuroZoom,Software,0.231399311311543
1168,,Source,0.231399311311543
1169,Wissman_2012_female_ultrathin_synapses_quantitation_spine_nacc,DataType,0.23136174676474186
1170,Acetylation,TreatmentPurpose,0.23125000149011615
1171,Subthalamic nucleus,RegionOther,0.23098030997207392
1172,External globus pallidus,RegionOther,0.23098030997207392
1173,Internal globus pallidus,RegionOther,0.23098030997207392
1174,Donkey anti rabbit_biotin,Reporter,0.2306534145027399
1175,Medial core region,RegionZone,0.2304505730746314
1176,Shen_2008_nacc,RegionRecord,0.2304505730746314
1177,"Substantia nigra, reticular part",RegionOther,0.23024111940758304
1178,,Source,0.23023806829005483
1179,Wissman_2012_female_ultrathin,Specimen,0.23006313201040032
1180,Wissman_2012_male_ultrathin,Specimen,0.23006313201040032
1181,Eilam_2003,Experiment,0.22984848469495775
1182,D1-tdTomato x D2-eGFP,TransgenicLine,0.2296594528539572
1183,,Source,0.22963826889172195
1184,Aquaperm mounting media,Solution,0.22880208576098088
1185,Meredith_1989_sections_ChAT_neurons_quantitation_nacc,DataType,0.22854327452369036
1186,Lucifer yellow,ReporterTarget,0.22852841019630435
1187,GluR1 oligo_fluorescent,Reporter,0.22846154011785985
1188,Lateral entorhinal cortex,BrainRegion,0.22819092655682943
1189,"Striosome, rostral dorsolateral",RegionZone,0.22767212832113728
1190,"Striosome, rostral dorsomedial",RegionZone,0.22767212832113728
1191,"Striosome, rostral ventrolateral",RegionZone,0.22767212832113728
1192,"Striosome, rostral ventromedial",RegionZone,0.22767212832113728
1193,"Matrix, rostral dorsolateral",RegionZone,0.22767212832113728
1194,"Matrix, rostral dorsomedial",RegionZone,0.22767212832113728
1195,Potassium dichromate,Solution,0.22756466432329037
1196,Silver nitrate,Solution,0.22756466432329037
1197,"Striosome, rostral",RegionZone,0.22738542183069513
1198,"Matrix, rostral",RegionZone,0.22738542183069513
1199,Pedunculopontine nucleus,BamsRegion,0.2273659030076366
1200,Posterior nucleus of the amygdala,BamsRegion,0.2273659030076366
1201,Precommissural nucleus,BamsRegion,0.2273659030076366
1202,Intracellular injection,IntroductionType,0.2272727359086275
1203,Burke_1990_sections_ChAT_cells_quantitation_striatum,DataType,0.2270254143048078
1204,Roberts_2001_ultrathin,Specimen,0.22693909520749006
1205,Axonal terminals,NeuralStructure,0.22650000303983692
1206,Larsson_2001,Experiment,0.2264999967068434
1207,Johnson_2010b_LFMdetails,LightFluorescenceMicroscopeDetail,0.2264999967068434
1208,Rabbit anti sheep_1,Reporter,0.2264999967068434
1209,GABA,ReporterTarget,0.22637926451861862
1210,Glucocorticoid receptor,ReporterTarget,0.2257916695903987
1211,Ammonium hydroxide,Solution,0.22577263033599593
1212,Chloroform-xylene-alcohol,Solution,0.22577263033599593
1213,Picric acid-formalin,Solution,0.2257389868027531
1214,Glutamine synthetase,ReporterTarget,0.2254747832193971
1215,Vectorset mounting medium,Solution,0.2254747832193971
1216,Aguirre_1999_sections,Specimen,0.22522500520572067
1217,Vectamount,Solution,0.2250390653498471
1218,Oligodendrocyte transcription factor 2,ReporterTarget,0.22458750233054164
1219,Mineral oil,Solution,0.22458750233054164
1220,OX-42,ReporterTarget,0.2240948888473213
1221,DAB-nickel-glucose oxidase,Solution,0.22384541580686346
1222,Posterior hypothalamic nucleus,BamsRegion,0.223791314869998
1223,Khudoerkov_2014,Specimen,0.223737499024719
1224,Somatostatin mRNA,ReporterTarget,0.2236413720995188
1225,Glutamate,ReporterTarget,0.22360227536410096
1226,,Source,0.2224802114069462
1227,"Substantia nigra, compact part, dorsal part",RegionOther,0.22236726325936618
1228,"Substantia nigra, compact part, lateral part",RegionOther,0.22236726325936618
1229,Zhang_2016_ultrathin,Specimen,0.222349386010319
1230,Durcupan,Solution,0.22215867617342155
1231,,Source,0.22193286186084155
1232,Proteinkinase K,Solution,0.22193036943208427
1233,Hydrochloric acid,Solution,0.22193036943208427
1234,Kosinski_1997,Experiment,0.221923078969121
1235,Goat anti rabbit_Cy3,Reporter,0.221923078969121
1236,Rabbit anti huntingtin,Reporter,0.221923078969121
1237,Kosinski_1997_LFMdetails,LightFluorescenceMicroscopeDetail,0.221923078969121
1238,NMO_Martone_nacc,RegionRecord,0.22149107381701472
1239,Phosphate activated glutaminase,ReporterTarget,0.22149107381701472
1240,Canudas_2000_stereology,StereologyDetail,0.22149107381701472
1241,Structured illumination microscope,Microscope,0.22149107381701472
1242,Dodds_2014,StereologyDetail,0.22149107381701472
1243,Canudas_2000_cpu,RegionRecord,0.22149107381701472
1244,Dodds_2016_cpu,RegionRecord,0.22149107381701472
1245,Zhang_2017_cpu,RegionRecord,0.22149107381701472
1246,"Lateral habenular nucleus, medial part",BrainRegion,0.22138184551406667
1247,"Lateral habencular nucleus, lateral part",BrainRegion,0.22138184551406667
1248,NMO_Martone_2008_slices,Specimen,0.22113691065460445
1249,Sucrose-ethylene glycol,Solution,0.2210421553172637
1250,DBA/1J,Substrain,0.2206022199956351
1251,Aqueous mounting medium,Solution,0.22052343990653756
1252,Gross_2003_snc,RegionRecord,0.22052343990653756
1253,Fluoromount-G,Solution,0.22052343990653756
1254,Covey_2007_striatum,RegionRecord,0.22052343990653756
1255,Cytoseal-60 mounting medium,Solution,0.22052343990653756
1256,Cuzon Carlson_2012_cpu,RegionRecord,0.22052343990653756
1257,Fluoromount,Solution,0.22052343990653756
1258,Ijomone_2013_cpu,RegionRecord,0.22052343990653756
1259,NewCAST Visiopharm,Software,0.22052343990653756
1260,Naito_1994_striatum,RegionRecord,0.22052343990653756
1261,OpenOffice,Software,0.22052343990653756
1262,Meshul_1994_cpu,RegionRecord,0.22052343990653756
1263,Quantimet 720,Software,0.22052343990653756
1264,Normand_1987_striatum,RegionRecord,0.22052343990653756
1265,Frau_2011_snc,RegionRecord,0.22052343990653756
1266,Uryu_2001_cpu,RegionRecord,0.22052343990653756
1267,Frau_2011_stereology,StereologyDetail,0.22052343990653756
1268,,Source,0.22052343990653756
1269,Gross_2003_stereology,StereologyDetail,0.22052343990653756
1270,,Source,0.22052343990653756
1271,Covey_2007_stereology,StereologyDetail,0.22052343990653756
1272,Richner_2009_6m_stereology,StereologyDetail,0.22052343990653756
1273,Richner_2009_12m_stereology,StereologyDetail,0.22052343990653756
1274,Uryu_2001_stereology,StereologyDetail,0.22052343990653756
1275,Johnson_2010_rats_sections,Specimen,0.22025249584112316
1276,Johnson_2010b_rat_sections,Specimen,0.22025249584112316
1277,Johnson_2010b_mouse_sections,Specimen,0.22025249584112316
1278,Dopamine receptor 3 mRNA,ReporterTarget,0.22012500278651717
1279,Substance P mRNA,ReporterTarget,0.22012500278651717
1280,Lateral preoptic area,BamsRegion,0.22008069619110165
1281,Periaqueductal gray,BamsRegion,0.22008069619110165
1282,Posterior parietal association areas,BamsRegion,0.22008069619110165
1283,"Accumbens nucleus, core",RegionOther,0.21980625174473975
1284,"Accumbens nucleus, shell",RegionOther,0.21980625174473975
1285,Roberts_1995_ultrathin,Specimen,0.21977083645761014
1286,Komnig_2016b_snc,RegionRecord,0.21977083606179806
1287,Neuhofer_2015_nacc,RegionRecord,0.21977083606179806
1288,Hage_2016_sn_live,RegionRecord,0.21977083606179806
1289,Komnig_2016b_stereology,StereologyDetail,0.21977083606179806
1290,Andreassen_1999_cpu,RegionRecord,0.21977083606179806
1291,Andreassen_1999,StereologyDetail,0.21977083606179806
1292,Gomes_2008_cpu,RegionRecord,0.21977083606179806
1293,Enkephalin,ReporterTarget,0.21977083606179806
1294,Salin_1990b_cpu,RegionRecord,0.21977083606179806
1295,Proenkephalin,ReporterTarget,0.21977083606179806
1296,,Source,0.21977083606179806
1297,Glycerine,Solution,0.21977083606179806
1298,Two photon microscope,Microscope,0.21977083606179806
1299,Ventral tegmental area,BamsRegion,0.2195813764319312
1300,Smeyne_2005_LFMdetails,LightFluorescenceMicroscopeDetail,0.21954545788466934
1301,Accumbens nucleus,RegionOther,0.21950773956486955
1302,Mu opioid receptor,ReporterTarget,0.2193407767219469
1303,Unspecified anti CD11b,Reporter,0.21922348849475387
1304,Komnig_2016_stereology,StereologyDetail,0.21916875243186953
1305,Texas red,ReporterLabel,0.21916875243186953
1306,Oorschot_1996_stereology_snc,StereologyDetail,0.21916875243186953
1307,Alexa fluor 568,ReporterLabel,0.21916875243186953
1308,Oorschot_1996_stereology_snr,StereologyDetail,0.21916875243186953
1309,Acidic fibroblast growth factor,ReporterTarget,0.21916875243186953
1310,Andrews_2005_stereology,StereologyDetail,0.21916875243186953
1311,5-HT,ReporterTarget,0.21916875243186953
1312,Walker_2012b_stereology,StereologyDetail,0.21916875243186953
1313,p75 neurotrophin receptor,ReporterTarget,0.21916875243186953
1314,Wild_2013_stereology,StereologyDetail,0.21916875243186953
1315,Roti Histokitt II,Solution,0.21916875243186953
1316,Oorschot_1996_stereology_cpu,StereologyDetail,0.21916875243186953
1317,Nexus 6400,Software,0.21916875243186953
1318,Komnig_2016_snc,RegionRecord,0.21916875243186953
1319,Oorschot_1996_snc,RegionRecord,0.21916875243186953
1320,Oorschot_1996_snr,RegionRecord,0.21916875243186953
1321,Andrews_2005_SNc,RegionRecord,0.21916875243186953
1322,Walker_2012b_snc,RegionRecord,0.21916875243186953
1323,Wild_2013_snc,RegionRecord,0.21916875243186953
1324,Fukui_1989_cpu,RegionRecord,0.21916875243186953
1325,Oorschot_1996_cpu,RegionRecord,0.21916875243186953
1326,Embedding,TreatmentPurpose,0.21896590664982796
1327,Johnson_2010_mice_sections,Specimen,0.21889636088162662
1328,Met enkephalin,ReporterTarget,0.21867613894864918
1329,Lohr_2000_cpu,RegionRecord,0.21867613894864918
1330,Substance P,ReporterTarget,0.21867613894864918
1331,Salin_1990_cpu,RegionRecord,0.21867613894864918
1332,S100,ReporterTarget,0.21867613894864918
1333,,Source,0.21867613894864918
1334,West_1996_cpu,RegionRecord,0.21867613894864918
1335,West_1996_stereology,StereologyDetail,0.21867613894864918
1336,Lohr_2000_stereology,StereologyDetail,0.21867613894864918
1337,"Accumbens nucleus, shell",BrainRegion,0.21863503795150335
1338,Caudoputamen,RegionOther,0.21863041790202262
1339,Lauber_2016_stereology,StereologyDetail,0.2184708834625781
1340,Lauber_2016_cpu,RegionRecord,0.2184708834625781
1341,Kerkerian_1990_cpu,RegionRecord,0.21826562758069487
1342,Fujiyama_2016_sn,RegionRecord,0.21826562758069487
1343,Lawrence_2012_sections,Specimen,0.21812142769340429
1344,Chakraborty_2014_sections,Specimen,0.21812142769340429
1345,Guidetti_2001_sections,Specimen,0.21812142769340429
1346,Lauber_2018_cpu,RegionRecord,0.21809194958768788
1347,Lauber_2018_stereology,StereologyDetail,0.21809194958768788
1348,Dorsolateral orbital cortex,BrainRegion,0.21799999848008156
1349,Rabbit anti bFGF,Reporter,0.21799999214708807
1350,Hamre_1999_LFMdetails,LightFluorescenceMicroscopeDetail,0.21799999214708807
1351,del Moral_2004_striatum,RegionRecord,0.21791827199049296
1352,Dynorphin mRNA,ReporterTarget,0.21791827199049296
1353,Becker_2017_snc,RegionRecord,0.21791827199049296
1354,Lipocortin 1,ReporterTarget,0.21791827199049296
1355,Phosphotyrosine,ReporterTarget,0.21791827199049296
1356,GAD67,ReporterTarget,0.21791827199049296
1357,Substantia nigra,RegionOther,0.21772060333169066
1358,XPB,ReporterTarget,0.21762053817510607
1359,Hardman_2002_SNc,RegionRecord,0.21762053817510607
1360,Neuropeptide Y mRNA,ReporterTarget,0.21762053817510607
1361,Hardman_2002_SNc_stereology,StereologyDetail,0.21762053817510607
1362,Polystyrene mounting medium,Solution,0.21762053817510607
1363,Koshimizu_2013_sections,Specimen,0.21750302789732817
1364,XPA,ReporterTarget,0.21736250233370813
1365,Ventral,RegionZone,0.21736250233370813
1366,F4/80,ReporterTarget,0.21736250233370813
1367,Song_2013,Experiment,0.21729166582226755
1368,Lolova_1995_3m_sections_bFGF,Specimen,0.21729166423901916
1369,Lolova_1995_12m_sections_bFGF,Specimen,0.21729166423901916
1370,Alexa fluor 546,ReporterLabel,0.2171367212198675
1371,Apolipoprotein D,ReporterTarget,0.2171367212198675
1372,PSD-95,ReporterTarget,0.2171367212198675
1373,Eilam_2003_sections_NeuN,Specimen,0.21692140894010664
1374,Retrosplenial dysgranular cortex,BrainRegion,0.21688115641616365
1375,> 96 micrometre from striatopallidal border,CellPhenotype,0.21664628405593916
1376,< 96 micrometre from striatopallidal border,CellPhenotype,0.21664628405593916
1377,,Source,0.21658333316445352
1378,Guyenet_1981_sections,Specimen,0.21653611001092943
1379,Purisai_2007_graphdata_sections,Specimen,0.21622917277272793
1380,"Accumbens nucleus, core",RegionOther,0.21611301874509084
1381,"Accumbens nucleus, shell",RegionOther,0.21611301874509084
1382,Allen_PV_ISH_75457579_cpu,RegionRecord,0.21600781505694616
1383,Allen_PV_ISH_75457579_nacc,RegionRecord,0.21600781505694616
1384,Allen_PV_ISH_75457579_fstr,RegionRecord,0.21600781505694616
1385,Allen_PV_ISH_75457579_gpe,RegionRecord,0.21600781505694616
1386,Allen_PV_ISH_75457579_gpi,RegionRecord,0.21600781505694616
1387,Allen_PV_ISH_75457579_snc,RegionRecord,0.21600781505694616
1388,Allen_PV_ISH_75457579_snr,RegionRecord,0.21600781505694616
1389,Allen_PV_ISH_75457579_stn,RegionRecord,0.21600781505694616
1390,Fukuda_1994_sections,Specimen,0.21545759330037983
1391,Samadi_2013_13w_sections,Specimen,0.21545759330037983
1392,"Accumbens core, medial",RegionOther,0.2152943303110078
1393,Breckenridge_2013_study4_sections,Specimen,0.21521094497293236
1394,Loescher_2006_sections_GAD65,Specimen,0.2150681858416647
1395,Loescher_2006_sections_GAD67,Specimen,0.2150681858416647
1396,Klenowski_2016_young_slices,Specimen,0.21451145911123606
1397,Gomes_2015_sections_Iba1,Specimen,0.21420535743236543
1398,,Source,0.21400499814189974
1399,Breckenridge_2013_study4,Experiment,0.21375000253319743
1400,Cy5,ReporterLabel,0.21375000253319743
1401,Robinson_1995,Experiment,0.21375000253319743
1402,Cannabinoid receptor 1,ReporterTarget,0.21375000253319743
1403,Ventral orbital cortex,BrainRegion,0.21375000253319743
1404,Muscarinergic receptor 2,ReporterTarget,0.21375000253319743
1405,Kappa opioid receptor,ReporterTarget,0.21375000253319743
1406,PSA-NCAM,ReporterTarget,0.21375000253319743
1407,Diacylglycerol lipase a,ReporterTarget,0.21375000253319743
1408,Cerebellin1,ReporterTarget,0.21375000253319743
1409,NMDA receptor 1,ReporterTarget,0.21375000253319743
1410,GAP-43,ReporterTarget,0.21375000253319743
1411,Ihara_1986_Emdetails,ElectronMicroscopeDetail,0.21375000253319743
1412,Robinson_1995_Emdetails,ElectronMicroscopeDetail,0.21375000253319743
1413,San Jose_2001_LFMdetails,LightFluorescenceMicroscopeDetail,0.21375000253319743
1414,Robinson_1995_LFMdetails,LightFluorescenceMicroscopeDetail,0.21375000253319743
1415,Gomes_2015,Experiment,0.2137499962002039
1416,Gomes_2015_LFMdetails,LightFluorescenceMicroscopeDetail,0.2137499962002039
1417,Larsson_2001_LFMdetails1,LightFluorescenceMicroscopeDetail,0.2137499962002039
1418,,Source,0.21347109591588379
1419,Poirier_1983_sections,Specimen,0.21295312631409616
1420,Tasselli_2013_sections,Specimen,0.21295312631409616
1421,Kopp_1992_sections,Specimen,0.21295312631409616
1422,Baquet_2009_sections_recon-2D,Specimen,0.21251639635302128
1423,Zhang_2016,Experiment,0.2124851200729609
1424,Lenz_1994_sections,Specimen,0.212351565156132
1425,Mouse anti NeuN,Reporter,0.21230114027857783
1426,"Nucleus accumbens, core region",RegionOther,0.21226840364979582
1427,Forlano_2010_LFMdetails,LightFluorescenceMicroscopeDetail,0.2121153872460127
1428,Stayte_2015_LFMdetails,LightFluorescenceMicroscopeDetail,0.21192857027053835
1429,Forlano_2010_females_slices,Specimen,0.2118374994490296
1430,Forlano_2010_males_slices,Specimen,0.2118374994490296
1431,,Source,0.21155961481854324
1432,Medial orbital cortex,BrainRegion,0.21071428842842582
1433,Ratzka_2012_P0_sections,Specimen,0.21068055890500548
1434,Busceti_2008_PN16_sections,Specimen,0.21068055890500548
1435,Busceti_2008_PN8_sections,Specimen,0.21068055890500548
1436,Busceti_2008_PN1_sections,Specimen,0.21068055890500548
1437,Salin_1990b_sections,Specimen,0.21068055890500548
1438,Sirinathsinghji_1991_sections,Specimen,0.21068055890500548
1439,Laprade_1997_sections_ish,Specimen,0.21065104161389175
1440,Alexi_1997_LFMdetails,LightFluorescenceMicroscopeDetail,0.21062936931848528
1441,Alexi_1997,Experiment,0.21062936931848528
1442,Tuberomammillary nucleus,BamsRegion,0.21053054794873335
1443,Loescher_2006_ISH_LFMdetails,LightFluorescenceMicroscopeDetail,0.21053030863404276
1444,PV-IRES-Cre/CAG-Lox-stop-Lox-H2B-GFP,TransgenicLine,0.21043649740749973
1445,Luxol fast blue,Solution,0.21033671941258944
1446,Talavera_1997_mountedsections,Specimen,0.21023995711002502
1447,Rat PPA cRNA_digoxigenin,Reporter,0.21000000275671485
1448,Fauchey_2000,Experiment,0.21000000275671485
1449,,Source,0.20990223162807528
1450,,Source,0.2096699983812869
1451,,Source,0.20951517806388442
1452,O'Kusky_1999_bl6-1_ultrathinsections,Specimen,0.2093744866549969
1453,Unspecified anti rabbit_fluo,Reporter,0.2091136369854212
1454,Rat GAD67 cRNA_digoxigenin,Reporter,0.20901515260338785
1455,Unspecified anti NMDAR1,Reporter,0.20884615667164327
1456,D1A oligo_fluorescent,Reporter,0.20884615667164327
1457,Unspecified anti GluR1,Reporter,0.20884615667164327
1458,D2 oligo_fluorescent,Reporter,0.20884615667164327
1459,Panneton_2010_sections,Specimen,0.20864999971818182
1460,Saal_2015_sections,Specimen,0.20864999971818182
1461,Goat anti rabbit_alexa488,Reporter,0.20864541344344617
1462,Zoli_1993,Experiment,0.20843750759959223
1463,Lieb_1996_quantitation,LightFluorescenceMicroscopeDetail,0.2084375012665987
1464,Breckenridge_2013_study5,Experiment,0.2084375012665987
1465,Sizemore_2016_ultrathin,Specimen,0.20821825738530608
1466,Svingos_1999_ultrathin,Specimen,0.20764062504749747
1467,Ihara_1986_adult_ultrathin_sections,Specimen,0.20764062504749747
1468,Ihara_1986_young_ultrathin,Specimen,0.20764062504749747
1469,Uryu_2001_ultrathin,Specimen,0.20764062504749747
1470,Rabbit anti GFP,Reporter,0.2072379056364298
1471,Mouse anti calbindin,Reporter,0.2072379056364298
1472,McCormack_2002_sections_TH,Specimen,0.20720972539857033
1473,Pallidum ventral region,BrainRegion,0.20719932790962048
1474,,Source,0.207095961086452
1475,Loescher_2006_sham,Experiment,0.20698863901197911
1476,Goodliffe_2018_slices,Specimen,0.20664964257739488
1477,Sizemore_2010_cpu,RegionRecord,0.2064187491545454
1478,Intermediate lateral,RegionZone,0.2064187491545454
1479,,Source,0.2064187491545454
1480,,Source,0.2064187491545454
1481,,Source,0.2064187491545454
1482,,Source,0.20568991105537865
1483,Bukhatwa_2009_sections,Specimen,0.20561892571859064
1484,DAB-cobalt nickel,Solution,0.20561297616804952
1485,"Substantia nigra, compact part",RegionOther,0.205565209267661
1486,129/Sv,Substrain,0.20548095524573004
1487,,Source,0.20533499862067406
1488,Johnson_2010_Wtmice_sections,Specimen,0.20533499862067406
1489,,Source,0.20533499862067406
1490,Richter_2017_11m_sections,Specimen,0.20533499862067406
1491,Richter_2017_18m_sections,Specimen,0.20533499862067406
1492,Richter_2017_5w_sections,Specimen,0.20533499862067406
1493,Richter_2017_pups_sections,Specimen,0.20533499862067406
1494,Tatenhorst_2014_sections,Specimen,0.20533499862067406
1495,Tatenhorst_2014_140_sections,Specimen,0.20533499862067406
1496,"Substantia nigra, pars reticulata",RegionOther,0.20518138122570237
1497,Rabbit anti ChAT_3,Reporter,0.20505682267248632
1498,Uryu_1999,Experiment,0.20505681633949283
1499,Uryu_1999_Emdetails,ElectronMicroscopeDetail,0.20505681633949283
1500,Tg(Th–EGFP)1Gsat/MNmnc,TransgenicLine,0.20500828116782943
1501,,Source,0.2049409079132602
1502,Diazepam-innovar,Solution,0.20477670328691605
1503,,Source,0.20477670328691605
1504,McCormack_2002_sections_GAD,Specimen,0.2043763884343207
1505,,Source,0.20436918623745445
1506,Sudan Black B,Solution,0.20429766497109086
1507,,Source,0.20409642757149415
1508,Unspecified anti nNOS,Reporter,0.20407853350043298
1509,Shen_2008_sections,Specimen,0.20397886009886862
1510,Sizemore_2010_ultrathin,Specimen,0.20395982193294915
1511,Butler_1999_ultrathin,Specimen,0.20395982193294915
1512,Rodriguez_1999_ultrathin,Specimen,0.20395982193294915
1513,Arai_1990_sections,Specimen,0.20395982153713704
1514,Zhang_2017_brains,Specimen,0.20395982153713704
1515,Nestin-Cre,TransgenicLine,0.2039516254066257
1516,McCormack_2002_LFMdetails,LightFluorescenceMicroscopeDetail,0.20383333265781406
1517,McCormack_2002,Experiment,0.20383333265781406
1518,Wouterlood_2012_LFMdetails,LightFluorescenceMicroscopeDetail,0.20382554940879347
1519,Wouterlood_2012,Experiment,0.20382554940879347
1520,Komnig_2016b_sections,Specimen,0.20359722599387173
1521,Laprade_1997_sections_nissl,Specimen,0.20356770870275798
1522,Infralimbic cortex,BrainRegion,0.20343356549628291
1523,Loescher_2006_sections_GABA_neurons_quantitation_cpu_central_right,DataType,0.20328409112989906
1524,Oestergaard_1995_LFMdetails,LightFluorescenceMicroscopeDetail,0.20306661929935219
1525,Oestergaard_1995,Experiment,0.20306661929935219
1526,DBA,Strain,0.2028230535564944
1527,Sadek_2007_sections,Specimen,0.20262272513937207
1528,,Source,0.20252999942749741
1529,Rabbit anti Iba-1,Reporter,0.202416667342186
1530,Olson_2015_sections_TH,Specimen,0.2023694441886619
1531,Roberts_2001,Experiment,0.2023660730570555
1532,Breckenridge_2013_study5_sections_DAB,Specimen,0.2022506546461955
1533,Fauchey_2000_sections_PPA/D1,Specimen,0.20225000432692472
1534,"Substantia nigra, rostro-dorso-medial part",RegionOther,0.20217096426349598
1535,"Substantia nigra, caudo-ventro-lateral part",RegionOther,0.20217096426349598
1536,Taylor_2014_30m_sections,Specimen,0.20197985940612856
1537,Taylor_2014_6m_sections,Specimen,0.20197985940612856
1538,Donkey anti mouse_biotin,Reporter,0.20170833468437196
1539,Wouterlood_2012_sections_vglut1_boutons_quantitation_str,DataType,0.2015818456071429
1540,Wouterlood_2012_sections_vglut2_terminals_quantitation_str,DataType,0.2015818456071429
1541,,Source,0.20153125072829425
1542,,Source,0.20153125072829425
1543,Wissman_2012_male,Experiment,0.2015151530504227
1544,Wissman_2012_female,Experiment,0.2015151530504227
1545,Lauber_2016_sections,Specimen,0.20149261273909364
1546,Toulodine blue,Solution,0.20145185933215545
1547,,Source,0.2014161458006129
1548,,Source,0.20127321449108423
1549,Stanic_2004_sections,Specimen,0.20119922058656814
1550,Kusnoor_2010_golgi_sections,Specimen,0.20119922058656814
1551,Ijomone_2013_sections,Specimen,0.20119922058656814
1552,Ishimaru_1991_24m_sections,Specimen,0.20119922058656814
1553,Ishimaru_1991_8w_sections,Specimen,0.20119922058656814
1554,Mouse preprotachykinin oligo_digoxigenin-dUTP,Reporter,0.2009999988600612
1555,Sharpe_1998_Emdetails,ElectronMicroscopeDetail,0.2009999988600612
1556,Tatenhorst_2014_LFMdetails,LightFluorescenceMicroscopeDetail,0.2009999988600612
1557,Xu_2007_LFMdetails,LightFluorescenceMicroscopeDetail,0.2009999988600612
1558,,Source,0.20092444426845762
1559,"Bed nuclei of the stria terminalis, anterior division, subcommisural zone",BamsRegion,0.20078223593722175
1560,"Accumbens nucleus, core",RegionOther,0.20066860266088046
1561,"Accumbens nucleus, shell",RegionOther,0.20066860266088046
1562,Breckenridge_2013_study5_sections_fluorescent,Specimen,0.20047981983516366
1563,Ip_2017_sections,Specimen,0.200362499547191
1564,Taylor_2014_24m_sections,Specimen,0.200362499547191
1565,Taylor_2014_12m_sections,Specimen,0.200362499547191
1566,Taylor_2014_18m_sections,Specimen,0.200362499547191
1567,Rodrigues_2001,Experiment,0.20009848773479463
1568,Luk_2001_sections_PV,Specimen,0.2000787489814684
1569,Roberts_1995b_ultrathin,Specimen,0.19998809890821578
1570,Baquet_2009,Experiment,0.1998409090563655
1571,Meredith_1989_sections,Specimen,0.19940624998416753
1572,Lauber_2018_sections,Specimen,0.19940624998416753
1573,,Source,0.19939659098163248
1574,Khudoerkov_2014_sections,Specimen,0.19939659098163248
1575,,Source,0.19906818252056838
1576,Janis_2008_sections,Specimen,0.19905208385316656
1577,Hage_2016_live_slices,Specimen,0.19905208385316656
1578,Ratzka_2012_P28_sections,Specimen,0.19905208385316656
1579,Rabbit anti TH,Reporter,0.19887499772012235
1580,"Striatum, ventrolateral",RegionOther,0.1985826328978874
1581,Song_2013_thio_stereology,StereologyDetail,0.1985208341619
1582,,Source,0.1985208341619
1583,Aguirre_2001_sections,Specimen,0.19845000002533197
1584,Loescher_2006_sections_GABA,Specimen,0.19832575856707993
1585,Loescher_2006_sham_sections_GAD65,Specimen,0.19831615537405017
1586,Loescher_2006_sham_sections_GAD67,Specimen,0.19831615537405017
1587,Eosin,Solution,0.1981827173207421
1588,Isofluorane-urethane-ketamine-xylazine,Solution,0.19785124992486092
1589,Saylor_2006,Experiment,0.19781250189989807
1590,Saylor_2006_golgi_LFMdetails,LightFluorescenceMicroscopeDetail,0.19781250189989807
1591,Guan_1999,Experiment,0.19781249873340132
1592,Streptavidin,Solution,0.1977162643452175
