,analysis1,id1,analysis2,id2,similarity
208,Larsson_2001_sections_ChAT_neurons_quantitation,633,Rodrigues_2001_sections_TH_striatal_boutons_quantitation,687,0.5
209,Larsson_2001_sections_DARPP_neurons_quantitation,634,Rodrigues_2001_sections_TH_striatal_boutons_quantitation,687,0.5
210,Larsson_2001_sections_DARPP_neurons_quantitation,634,Larsson_2001_sections_p75_neurons_quantitation,636,0.5
211,Alexi_1997_sections_ChAT_neurons_quantitation,543,Alexi_1997_sections_GAD_neurons_quantitation,544,0.5
212,Wouterlood_2012_sections_vgat_terminals_quantitation,260,Wouterlood_2012_sections_vglut2_distribution,263,0.5
213,Wouterlood_2012_sections_vglut2_distribution,263,Wouterlood_2012_sections_vgat_terminals_quantitation,260,0.5
214,Savchenko_2000_sections_LC1_cells_quantitation,222,Savchenko_2000_sections_PT_cells_quantitation,223,0.5
215,Oestergaard_1995_sections_NPY-immun_neurons_quantitation,196,Oestergaard_1995_sections_SS-immun_neurons_quantitation,195,0.5
216,Savchenko_2000_sections_PT_cells_quantitation,223,Savchenko_2000_sections_LC1_cells_quantitation,222,0.5
217,Liu_2004_sections_FGF2_cells_quantitation,367,Liu_2004_sections_FGF1_neurons_quantitation,366,0.5
218,Bowenkamp_2000_old_sections_TH_neurons_quantitation,430,vanBregt_2012_th_sections_neurons_quantitation,408,0.5
219,vanBregt_2012_th_sections_neurons_quantitation,408,Bowenkamp_2000_old_sections_TH_neurons_quantitation,430,0.5
220,Bowenkamp_2000_adult_sections_TH_neurons_quantitation,429,vanBregt_2012_th_sections_neurons_quantitation,408,0.5
221,Westphal_2016_sections_th_neurons_quantitation,492,vanBregt_2012_th_sections_neurons_quantitation,408,0.5
222,Westphal_2016_sections_th_neurons_quantitation,492,Bowenkamp_2000_old_sections_TH_neurons_quantitation,430,0.5
223,Gritti_2006_sections_ChAT_neurons_quantitation,112,Gritti_2006_sections_cells_quantitation,115,0.5
224,Gritti_2006_sections_GAD_neurons_quantitation,113,Gritti_2006_sections_cells_quantitation,115,0.5
225,Gritti_2006_sections_GAD_neurons_quantitation,113,Gritti_2006_sections_ChAT_neurons_quantitation,112,0.5
226,Gritti_2006_sections_PAG_neurons_quantitation,114,Gritti_2006_sections_GAD_neurons_quantitation,113,0.5
227,Gritti_2006_sections_cells_quantitation,115,Gritti_2006_sections_GAD_neurons_quantitation,113,0.5
228,Gritti_2006_sections_ChAT_neurons_quantitation,112,Gritti_2006_sections_GAD_neurons_quantitation,113,0.5
229,Alexi_1996_sections_calb_neurons_quantitation,421,Saraceno_2012_sections_cb_neurons_quantitation,697,0.5
230,Passos_2012_sections_TH_neurons_quantitation,380,Hardman_2002_sections_TH_cells_quantitation,125,0.5
231,Vu_2000_sections_TH_neurons_quantitation,413,Vu_2000_pilot_sections_TH_neurons_quantitation,414,0.5
232,Vu_2000_sections_TH_neurons_quantitation,413,Walker_2012b_sections_Thneg_neurons_quantitation,490,0.5
233,Liu_2004_sections_FGF1_neurons_quantitation,366,Liu_2004_sections_FGF2_cells_quantitation,367,0.5
234,vanBregt_2012_th_sections_neurons_quantitation,408,Bowenkamp_2000_adult_sections_TH_neurons_quantitation,429,0.5
235,Savchenko_2000_sections_PT_cells_quantitation,223,Savchenko_2000_sections_S100-b_cells_quantitation,221,0.5
236,Savchenko_2000_sections_LC1_cells_quantitation,222,Savchenko_2000_sections_S100-b_cells_quantitation,221,0.5
237,Savchenko_2000_sections_S100-b_cells_quantitation,221,Savchenko_2000_sections_LC1_cells_quantitation,222,0.5
238,Wouterlood_2012_sections_vgat_terminals_distribution,261,Wouterlood_2012_sections_vglut2_distribution,263,0.5
239,Oestergaard_1995_sections_SS-immun_neurons_quantitation,195,Oestergaard_1995_sections_NPY-immun_neurons_quantitation,196,0.5
240,Savchenko_2000_sections_S100-b_cells_quantitation,221,Savchenko_2000_sections_PT_cells_quantitation,223,0.5
241,Rodrigues_2001_sections_TH_neurons_quantitation,481,Walker_2012b_sections_Thneg_neurons_quantitation,490,0.5
242,Hardman_2002_sections_TH_cells_quantitation,125,Passos_2012_sections_TH_neurons_quantitation,380,0.5
243,Grieb_2013_sections_TH_cells_quantitation,338,Park_2006_TH_nissl_sections_neurons_quantitation,474,0.5
244,Wild_2013_sections_th_neurons_quantitation,493,Omelchenko_2016_sections_TH_neurons_quantitation,471,0.5
245,Oorschot_1996_sections_neurons_quantitation,376,Gomide_2005b_sections_OX-42_cells_quantitation,452,0.5
246,Oorschot_1996_sections_neurons_quantitation,376,Gomide_2005b_sections_GFAP_cells_quantitation,451,0.5
247,Wild_2013_sections_th_neurons_quantitation,493,Walker_2012b_sections_Thneg_neurons_quantitation,490,0.5
248,Vu_2000_pilot_sections_TH_neurons_quantitation,414,Rodrigues_2001_sections_TH_neurons_quantitation,481,0.5
249,Omelchenko_2016_sections_TH_neurons_quantitation,471,Vu_2000_pilot_sections_TH_neurons_quantitation,414,0.5
250,Grieb_2013_sections_TH_cells_quantitation,338,Rodrigues_2001_sections_TH_neurons_quantitation,481,0.5
251,Park_2006_TH_nissl_sections_TH_neurons_quantitation,475,Grieb_2013_sections_TH_cells_quantitation,338,0.5
252,Park_2006_TH_nissl_sections_neurons_quantitation,474,Grieb_2013_sections_TH_cells_quantitation,338,0.5
253,Gomide_2005b_sections_OX-42_cells_quantitation,452,Gomide_2005b_sections_GFAP_cells_quantitation,451,0.5
254,Rodrigues_2001_sections_TH_neurons_quantitation,481,Rodrigues_2001_sections_TH_striatal_boutons_quantitation,687,0.5
255,Walker_2012b_sections_Thneg_neurons_quantitation,490,Johnson_2010b_rat_sections_Thneg_neurons_quantitation,359,0.5
256,Gomide_2005b_sections_GFAP_cells_quantitation,451,Gomide_2005b_sections_OX-42_cells_quantitation,452,0.5
257,Chang_2010_sections_DYN_neurons_quantitation,84,Chang_2010_sections_ENK_neurons_quantitation,83,0.5
258,Meredith_1989_sections_single_ChAT_neurons_quantitation,178,Johnston_1987_sections_chat_neurons_quantitation,627,0.5
259,Larsson_2001_sections_PV_neurons_quantitation,637,Larsson_2001_sections_NPY_neurons_quantitation,635,0.5
260,Mu_2014_sections_D2_spines_quantitation,655,Barcia_2012_sections_nNOS_neurons_quantitation,303,0.5
261,Guan_1999_sections_calb_neurons_quantitation,116,Larsson_2001_sections_NPY_neurons_quantitation,635,0.5
262,Chang_2010_sections_ENK_neurons_quantitation,83,Chang_2010_sections_DYN_neurons_quantitation,84,0.5
263,Alexi_1997_sections_calb_neurons_quantitation,541,Lee_2002_sections_PV_neurons_quantitation,647,0.5
264,Meredith_1989_sections_single_ChAT_neurons_distribution,179,Johnston_1987_sections_chat_neurons_quantitation,627,0.5
265,Cao_2013_females_sections_olig_cells_quantitation,559,Lee_2002_sections_PV_neurons_quantitation,647,0.5
266,Lohr_2000_sections_cholinergic_neurons_quantitation,650,Larsson_2001_sections_NPY_neurons_quantitation,635,0.5
267,Alexi_1997_sections_calb_neurons_quantitation,541,Alexi_1997_sections_GAD_neurons_quantitation,544,0.5
268,Guan_1999_sections_calb_neurons_quantitation,116,Larsson_2001_sections_TrkA_neurons_quantitation,638,0.5
269,Mu_2014_sections_D2_spines_quantitation,655,Rymar_2004_sections_CR_neurons_quantitation,691,0.5
270,Larsson_2001_sections_PV_neurons_quantitation,637,Larsson_2001_sections_TrkA_neurons_quantitation,638,0.5
271,Alexi_1997_sections_ChAT_neurons_quantitation,543,Lee_2002_sections_PV_neurons_quantitation,647,0.5
272,Barcia_2012_sections_nNOS_neurons_quantitation,303,Mu_2014_sections_D2_spines_quantitation,655,0.5
273,Barcia_2012_sections_nNOS_neurons_quantitation,303,Rymar_2004_sections_CR_neurons_quantitation,691,0.5
274,Saraceno_2012_sections_cb_neurons_quantitation,697,Luk_2001_sections_PV_neurons_distribution,746,0.5
275,Saraceno_2012_sections_cb_neurons_quantitation,697,Luk_2001_sections_PV_neurons_quantitation,652,0.5
276,Larsson_2001_sections_ChAT_neurons_quantitation,633,Larsson_2001_sections_p75_neurons_quantitation,636,0.5
277,Cao_2013_males_sections_olig_cells_quantitation,560,Lee_2002_sections_PV_neurons_quantitation,647,0.5
278,Rodrigues_2001_sections_TH_striatal_boutons_quantitation,687,Larsson_2001_sections_ChAT_neurons_quantitation,633,0.5
279,Rodrigues_2001_sections_TH_striatal_boutons_quantitation,687,Larsson_2001_sections_p75_neurons_quantitation,636,0.5
280,Luk_2001_sections_PV_neurons_distribution,746,Saraceno_2012_sections_cb_neurons_quantitation,697,0.5
281,Salin_1990_sections_som_neurons_quantitation,692,Kerkerian_1990_sections_NPY_neurons_quantitation,132,0.5
282,Larsson_2001_sections_NPY_neurons_quantitation,635,Larsson_2001_sections_TrkA_neurons_quantitation,638,0.5
283,Larsson_2001_sections_NPY_neurons_quantitation,635,Larsson_2001_sections_PV_neurons_quantitation,637,0.5
284,Lee_2002_sections_CB_neurons_quantitation,645,Lee_2002_sections_PV_neurons_quantitation,647,0.5
285,Lee_2002_sections_CR_neurons_quantitation,646,Alexi_1997_sections_GAD_neurons_quantitation,544,0.5
286,Larsson_2001_sections_p75_neurons_quantitation,636,Rodrigues_2001_sections_TH_striatal_boutons_quantitation,687,0.5
287,Larsson_2001_sections_p75_neurons_quantitation,636,Larsson_2001_sections_ChAT_neurons_quantitation,633,0.5
288,Alexi_1997_sections_parv_neurons_quantitation,545,Lee_2002_sections_PV_neurons_quantitation,647,0.5
289,Alexi_1997_sections_parv_neurons_quantitation,545,Alexi_1997_sections_GAD_neurons_quantitation,544,0.5
290,Larsson_2001_sections_TrkA_neurons_quantitation,638,Larsson_2001_sections_NPY_neurons_quantitation,635,0.5
291,Leventhal_2002_sections_DARPP_neurons_quantitation,648,Alexi_1997_sections_GAD_neurons_quantitation,544,0.5
292,Luk_2001_sections_PV_neurons_quantitation,652,Saraceno_2012_sections_cb_neurons_quantitation,697,0.5
293,Leventhal_2002_sections_DARPP_neurons_quantitation,648,Lee_2002_sections_PV_neurons_quantitation,647,0.5
294,Rymar_2004_sections_CR_neurons_quantitation,691,Barcia_2012_sections_nNOS_neurons_quantitation,303,0.5
295,Lee_2002_sections_PV_neurons_quantitation,647,Alexi_1997_sections_calretinin_neurons_quantitation,542,0.5
296,Alexi_1997_sections_calretinin_neurons_quantitation,542,Lee_2002_sections_PV_neurons_quantitation,647,0.5
297,Alexi_1997_sections_calretinin_neurons_quantitation,542,Alexi_1997_sections_GAD_neurons_quantitation,544,0.5
298,Lee_2002_sections_PV_neurons_quantitation,647,Alexi_1997_sections_GAD_neurons_quantitation,544,0.5
299,Alexi_1997_sections_GAD_neurons_quantitation,544,Lee_2002_sections_PV_neurons_quantitation,647,0.5
