,analysis1,id1,analysis2,id2,similarity
215,Saal_2015_sections_nissl_neurons_quantitation,483,Saal_2015_sections_TH_neurons_quantitation,482,1.0
216,Vadasz_2007_C4A6B_sections_TH_neuron_quantitation,241,Vadasz_2007_bl6_sections_TH_neurons_quantitation,240,1.0
217,Vadasz_2007_C4A6B_sections_TH_neuron_quantitation,241,Vadasz_2007_BALBc_sections_TH_neurons,239,1.0
218,Saal_2015_sections_TH_neurons_quantitation,482,Saal_2015_sections_nissl_neurons_quantitation,483,1.0
219,Vadasz_2007_C4A6N_sections_TH_neuron_quantitation,242,Vadasz_2007_bl6_sections_TH_neurons_quantitation,240,1.0
220,Vadasz_2007_C4A6N_sections_TH_neuron_quantitation,242,Vadasz_2007_BALBc_sections_TH_neurons,239,1.0
221,Olson_2015_sections_TH_neurons_quantitation,375,Olson_2015_sections_TH_Thneg_neurons_quantitation,509,1.0
222,McNeill_1990_3m_sections_TH_neurons_quantitation_2,177,McNeill_1990_10m_sections_TH_neurons_quantitation_2,503,1.0
223,McNeill_1990_3m_sections_TH_neurons_quantitation_2,177,McNeill_1990_10m_sections_TH_neurons_quantitation,174,1.0
224,Breckenridge_2013_study4_sections_THneg_neurons_quantitation,518,Breckenridge_2013_study5_sections_DAB_all_neurons,521,1.0
225,Breckenridge_2013_study4_sections_THneg_neurons_quantitation,518,Breckenridge_2013_study5_sections_TH_neurons_quantitation,431,1.0
226,McCormack_2002_sections_GAD_nissl_quantitation,373,McCormack_2002_sections_GAD_neurons_quantitation,370,1.0
227,Breckenridge_2013_study5_sections_fluorescent_all_neurons,523,Breckenridge_2013_study5_sections_fluorescent_TH_neurons_quantitation,522,1.0
228,Zaborszky_2001_C4A6_sections_TH_neurons_quantitation,300,Zaborszky_2001_CXBI_sections_TH_neurons_quantitation,301,1.0
229,McNeill_1990_10m_sections_TH_neurons_quantitation,174,McNeill_1990_10m_sections_TH_neurons_quantitation_2,503,1.0
230,McNeill_1990_10m_sections_TH_neurons_quantitation,174,McNeill_1990_3m_sections_TH_neurons_quantitation_2,177,1.0
231,Breckenridge_2013_study5_sections_TH_neurons_quantitation,431,Breckenridge_2013_study5_sections_DAB_all_neurons,521,1.0
232,Breckenridge_2013_study5_sections_TH_neurons_quantitation,431,Breckenridge_2013_study4_sections_THneg_neurons_quantitation,518,1.0
233,Zaborszky_2001_CXBI_sections_TH_neurons_quantitation,301,Zaborszky_2001_C4A6_sections_TH_neurons_quantitation,300,1.0
234,McNeill_1990_10m_sections_TH_neurons_quantitation_2,503,McNeill_1990_10m_sections_TH_neurons_quantitation,174,1.0
235,McNeill_1990_10m_sections_TH_neurons_quantitation_2,503,McNeill_1990_3m_sections_TH_neurons_quantitation_2,177,1.0
236,Breckenridge_2013_study5_sections_DAB_all_neurons,521,Breckenridge_2013_study5_sections_TH_neurons_quantitation,431,1.0
237,Breckenridge_2013_study5_sections_DAB_all_neurons,521,Breckenridge_2013_study4_sections_THneg_neurons_quantitation,518,1.0
238,McNeill_1990_3m_sections_TH_neurons_quantitation,175,McNeill_1990_10m_sections_TH_neurons_quantitation,174,1.0
239,McNeill_1990_3m_sections_TH_neurons_quantitation,175,McNeill_1990_3m_sections_TH_neurons_quantitation_2,177,1.0
240,Baquet_2009_sections_recon_TH_neurons_quantitation,271,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,272,1.0
241,Baquet_2009_sections_recon_TH_neurons_quantitation,271,Baquet_2009_sections_recon-2D_TH_neurons_distribution,274,1.0
242,Breckenridge_2013_study5_sections_fluorescent_TH_neurons_quantitation,522,Breckenridge_2013_study5_sections_fluorescent_all_neurons,523,1.0
243,Ip_2017_sections_TH_neurons_quantitation_stereology,343,Ip_2017_sections_TH_neurons_quantitation_imageJ,342,1.0
244,Baquet_2009_sections_recon-2D_TH_neurons_distribution,274,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,272,1.0
245,Baquet_2009_sections_recon-2D_TH_neurons_distribution,274,Baquet_2009_sections_recon_TH_neurons_quantitation,271,1.0
246,McNeill_1990_25m_sections_TH_neurons_quantitation,500,McNeill_1990_10m_sections_TH_neurons_quantitation,174,1.0
247,McNeill_1990_25m_sections_TH_neurons_quantitation,500,McNeill_1990_3m_sections_TH_neurons_quantitation_2,177,1.0
248,Breckenridge_2013_study4_sections_all_neurons_quantitation,519,Breckenridge_2013_study5_sections_TH_neurons_quantitation,431,1.0
249,Breckenridge_2013_study4_sections_all_neurons_quantitation,519,Breckenridge_2013_study4_sections_THneg_neurons_quantitation,518,1.0
250,McCormack_2002_sections_GAD_neurons_quantitation,370,McCormack_2002_sections_GAD_nissl_quantitation,373,1.0
251,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,272,Baquet_2009_sections_recon-2D_TH_neurons_distribution,274,1.0
252,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,272,Baquet_2009_sections_recon_TH_neurons_quantitation,271,1.0
253,Breckenridge_2013_study4_sections_TH_neurons_quantitation,517,Breckenridge_2013_study5_sections_TH_neurons_quantitation,431,1.0
254,Breckenridge_2013_study4_sections_TH_neurons_quantitation,517,Breckenridge_2013_study4_sections_THneg_neurons_quantitation,518,1.0
255,McNeill_1990_30m_sections_TH_neurons_quantitation,501,McNeill_1990_10m_sections_TH_neurons_quantitation,174,1.0
256,McNeill_1990_30m_sections_TH_neurons_quantitation,501,McNeill_1990_3m_sections_TH_neurons_quantitation_2,177,1.0
257,Ip_2017_sections_TH_neurons_quantitation_imageJ,342,Ip_2017_sections_TH_neurons_quantitation_stereology,343,1.0
258,Lieb_1996_P14_sections_TH_neurons_quantitation,506,Lieb_1996_P28_sections_TH_neurons_quantitation,507,1.0
259,Lieb_1996_P14_sections_TH_neurons_quantitation,506,Lieb_1996_P63_sections_TH_neurons_quantitation,508,1.0
260,Lieb_1996_P63_sections_TH_neurons_quantitation,508,Lieb_1996_P28_sections_TH_neurons_quantitation,507,1.0
261,Lieb_1996_P63_sections_TH_neurons_quantitation,508,Lieb_1996_P14_sections_TH_neurons_quantitation,506,1.0
262,McArthur_2016_female_sections_GS_cells_quantitation,171,McArthur_2016_male_sections_GS_cells_quantitation,172,1.0
263,McArthur_2016_male_sections_GS_cells_quantitation,172,McArthur_2016_female_sections_GS_cells_quantitation,171,1.0
264,McArthur_2016_male_sections_TH_cells_quantitation,173,McArthur_2016_female_sections_TH_cells_quantitation,170,1.0
265,McArthur_2016_female_sections_TH_cells_quantitation,170,McArthur_2016_male_sections_TH_cells_quantitation,173,1.0
266,Lieb_1996_P28_sections_TH_neurons_quantitation,507,Lieb_1996_P63_sections_TH_neurons_quantitation,508,1.0
267,Lieb_1996_P28_sections_TH_neurons_quantitation,507,Lieb_1996_P14_sections_TH_neurons_quantitation,506,1.0
268,McArthur_2016_female_sections_GS_cells_quantitation,171,McArthur_2016_male_sections_TH_cells_quantitation,173,0.8571428571428571
269,McArthur_2016_male_sections_GS_cells_quantitation,172,McArthur_2016_male_sections_TH_cells_quantitation,173,0.8571428571428571
270,McArthur_2016_male_sections_TH_cells_quantitation,173,McArthur_2016_male_sections_GS_cells_quantitation,172,0.8571428571428571
271,McArthur_2016_female_sections_TH_cells_quantitation,170,McArthur_2016_male_sections_GS_cells_quantitation,172,0.8571428571428571
272,Chadi_1993_sections_TH_neurons_quantitation,442,Breckenridge_2013_study5_sections_fluorescent_TH_neurons_quantitation,522,0.75
273,Chadi_1993_sections_TH_neurons_quantitation,442,Breckenridge_2013_study5_sections_fluorescent_all_neurons,523,0.75
274,Breckenridge_2013_study5_sections_fluorescent_all_neurons,523,Chadi_1993_sections_TH_neurons_quantitation,442,0.75
275,Breckenridge_2013_study5_sections_fluorescent_TH_neurons_quantitation,522,Chadi_1993_sections_TH_neurons_quantitation,442,0.75
276,Smeyne_2016_sections_designbased_TH_neurons_quantitation,395,Breckenridge_2013_study5_sections_TH_neurons_quantitation,431,0.75
277,Smeyne_2016_sections_designbased_TH_neurons_quantitation,395,Breckenridge_2013_study4_sections_THneg_neurons_quantitation,518,0.75
278,Kincaid_2001_sections_TH_neurons_quantitation,361,Taylor_2014_24m_sections_TH_neurons_quantitation,404,0.75
279,Kincaid_2001_sections_TH_neurons_quantitation,361,Komnig_2016_24w_sections_TH_neurons_quantitation,363,0.75
280,Allen_PV_ISH_75457579_sections_PV_neurons_quantitation,311,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,0.7272727272727273
281,Allen_PV_ISH_75457579_sections_PV_neurons_quantitation,311,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,0.7272727272727273
282,Fauchey_2000_sections_PPA/D2_cells_quantitation,96,Fauchey_2000_sections_PPA/SP_SP_cells_quantitation,97,0.6666666666666666
283,Fauchey_2000_sections_PPA/D2_cells_quantitation,96,Fauchey_2000_sections_PPA/D1_PPA_cells_quantitation,92,0.6666666666666666
284,Fauchey_2000_sections_PPA/SP_SP_cells_quantitation,97,Fauchey_2000_sections_PPA/D2_cells_quantitation,96,0.6666666666666666
285,Fauchey_2000_sections_PPA/SP_cells_quantitation,98,Fauchey_2000_sections_PPA/D2_cells_quantitation,96,0.6666666666666666
286,O'Kusky_1999_bl6-1_sections_neurons_quantitation,188,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,0.6666666666666666
287,O'Kusky_1999_bl6-1_sections_neurons_quantitation,188,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,0.6666666666666666
288,Smeyne_2005_bl6_sections_S100b_glia_quantitation,298,Smeyne_2005_SW_sections_GFAP_glia_quantitation,297,0.5
289,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,732,Gomes_2015_sections_Iba1_active_cells_quantitation,609,0.5
290,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,732,Gomes_2015_sections_GFAP_cells_quantitation,605,0.5
291,Sun_2012_sections_TH_neurons_quantitation,403,Komnig_2016_24w_sections_TH_neurons_quantitation,363,0.5
292,Sun_2012_sections_TH_neurons_quantitation,403,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,411,0.5
293,Sunstroem_1987_sections_TH_neurons_quantitation,486,Ma_2009_mountedsections_TH_neurons_quantitation,369,0.5
294,Sunstroem_1987_sections_TH_neurons_quantitation,486,Price_2009_sections_TH_neurons_quantitation,382,0.5
295,Abdurakhmanova_2017_sections_PV_neurons_quantitation,538,Abdurakhmanova_2017_sections_ChAT_neurons_quantitation,539,0.5
296,Abdurakhmanova_2017_sections_ChAT_neurons_quantitation,539,Abdurakhmanova_2017_sections_PV_neurons_quantitation,538,0.5
297,Gomes_2015_sections_GFAP_cells_quantitation,605,Gomes_2015_sections_Iba1_active_cells_quantitation,609,0.5
298,Gomes_2015_sections_GFAP_cells_quantitation,605,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,732,0.5
299,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation,730,Grosse_2005_sections_chat_neurons_quantitation,615,0.5
300,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation,731,Grosse_2005_sections_chat_neurons_quantitation,615,0.5
301,Grosse_2005_sections_chat_neurons_quantitation,615,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation,731,0.5
302,Grosse_2005_sections_chat_neurons_quantitation,615,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation,730,0.5
303,Hawlitschka_2017_sections_chat_cells_quantitation,618,Grosse_2005_sections_chat_neurons_quantitation,615,0.5
304,Juckel_2011_sections_iba1_cells_quantitation,628,Gomes_2015_sections_Iba1_resting_cells_quantitation,608,0.5
305,Juckel_2011_sections_iba1_cells_quantitation,628,Gomes_2015_sections_Iba1_active_cells_quantitation,609,0.5
306,Padungchaichot_1999_sections_NPY_neurons_quantitation,670,Gomes_2015_sections_GFAP_cells_quantitation,605,0.5
307,Padungchaichot_1999_sections_NPY_neurons_quantitation,670,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,732,0.5
308,Zhang_2016_ultrathin_synapses_asym_quantitation,738,Zhang_2016_ultrathin_synapses_sym_quantitation,739,0.5
309,Zhang_2016_ultrathin_synapses_sym_quantitation,739,Zhang_2016_ultrathin_synapses_asym_quantitation,738,0.5
310,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,337,Busceti_2008_PN16_sections_TH_neurons_quantitation,554,0.5
311,Smeyne_2005_bl6_sections_CD11b_glia_quantitation,294,Smeyne_2005_SW_sections_GFAP_glia_quantitation,297,0.5
312,Smeyne_2005_SW_sections_GFAP_glia_quantitation,297,Smeyne_2005_bl6_sections_CD11b_glia_quantitation,294,0.5
313,Smeyne_2005_SW_sections_CD11b_glia_quantitation,295,Smeyne_2005_bl6_sections_S100b_glia_quantitation,298,0.5
314,Chan_1997_sections_TH_cells_quantitation,332,Johnson_2010_Wtmice_sections_neurons_quantitation,353,0.5
315,Chan_1997_sections_TH_cells_quantitation,332,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,0.5
316,Mori_2017_sections_TH_cells_quantitation,185,Purisai_2007_sections_neurons_quantitation,476,0.5
317,Mori_2017_sections_TH_cells_quantitation,185,Purisai_2007_graphdata_sections_neurons_quantitation,525,0.5
318,Smeyne_2005_bl6_sections_GFAP_glia_quantitation,296,Smeyne_2005_bl6_sections_CD11b_glia_quantitation,294,0.5
319,Smeyne_2005_SW_sections_S100b_glia_quantitation,299,Smeyne_2005_bl6_sections_CD11b_glia_quantitation,294,0.5
320,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation,336,Busceti_2008_PN16_sections_TH_neurons_quantitation,554,0.5
321,Price_2009_sections_TH_neurons_quantitation,382,Tatenhorst_2014_sections_TH_neurons_quantitation,488,0.5
322,Price_2009_sections_TH_neurons_quantitation,382,Tatenhorst_2014_140_sections_neurons_quantitation,532,0.5
323,Andrews_2005_G1_sections_TH_neurons_quantitation,422,Johnson_2010_Wtmice_sections_neurons_quantitation,353,0.5
324,Andrews_2005_G1_sections_TH_neurons_quantitation,422,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,0.5
325,Richards_2007_sections_TH_neurons_quantitation,219,Purisai_2007_sections_neurons_quantitation,476,0.5
326,Richards_2007_sections_TH_neurons_quantitation,219,Purisai_2007_graphdata_sections_neurons_quantitation,525,0.5
327,Ma_2009_mountedsections_TH_neurons_quantitation,369,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,337,0.5
328,Ma_2009_mountedsections_TH_neurons_quantitation,369,Sunstroem_1987_sections_TH_neurons_quantitation,486,0.5
329,Richards_2007_sections_neurons_quantitation,220,Hermann_2013_sections_TH_neurons_quantitation,340,0.5
330,Richards_2007_sections_neurons_quantitation,220,Richards_2007_sections_TH_neurons_quantitation,219,0.5
331,Fauchey_2000_sections_PPA/D3_cells_quantitation,99,Fauchey_2000_sections_PPA/D1_PPA_cells_quantitation,92,0.5
332,Fauchey_2000_sections_PPA/D3_PPA-/D3+_cells_quantitation,100,Fauchey_2000_sections_PPA/D1_PPA_cells_quantitation,92,0.5
333,O'Kusky_1999_bl6-2_sections_neurons_quantitation,189,O'Kusky_1999_bl6-1_sections_neurons_quantitation,188,0.5
334,O'Kusky_1999_Sv_sections_neurons_quantitation,190,O'Kusky_1999_bl6-1_sections_neurons_quantitation,188,0.5
335,Hermann_2013_sections_TH_neurons_quantitation,340,Richards_2007_sections_neurons_quantitation,220,0.5
336,Hermann_2013_sections_TH_neurons_quantitation,340,Richards_2007_sections_TH_neurons_quantitation,219,0.5
337,Ong_2002_sections_apoD_cells_quantitation,194,Lawson_1990_sections_microglia_quantitation,469,0.5
338,Janis_2008_sections_TH_neurons_quantitation,344,Hermann_2013_sections_TH_neurons_quantitation,340,0.5
339,Olson_2015_sections_CD11b_cells_quantitation,374,Olson_2015_sections_TH_neurons_quantitation,375,0.5
340,Olson_2015_sections_CD11b_cells_quantitation,374,Olson_2015_sections_TH_Thneg_neurons_quantitation,509,0.5
341,Olson_2015_sections_TH_Thneg_neurons_quantitation,509,Olson_2015_sections_CD11b_cells_quantitation,374,0.5
342,Saal_2015_sections_nissl_neurons_quantitation,483,Tatenhorst_2014_sections_TH_neurons_quantitation,488,0.5
343,Saal_2015_sections_TH_neurons_quantitation,482,Tatenhorst_2014_sections_TH_neurons_quantitation,488,0.5
344,Lawson_1990_sections_microglia_quantitation,469,Ong_2002_sections_apoD_cells_quantitation,194,0.5
345,Olson_2015_sections_TH_neurons_quantitation,375,Olson_2015_sections_CD11b_cells_quantitation,374,0.5
346,Simkins_2012_sections_TH_neurons_quantitation,394,Vadasz_2007_bl6_sections_TH_neurons_quantitation,240,0.5
347,Simkins_2012_sections_TH_neurons_quantitation,394,Vadasz_2007_BALBc_sections_TH_neurons,239,0.5
348,Smeyne_2016_sections_modelbased_TH_neurons_quantitation,396,Chan_1997_sections_TH_cells_quantitation,332,0.5
349,Smeyne_2016_sections_modelbased_TH_neurons_quantitation,396,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,337,0.5
350,Chadi_1993_sections_GFAP_cells_quantitation,443,Baquet_2009_sections_recon_TH_neurons_quantitation,271,0.5
351,Chadi_1993_sections_GFAP_cells_quantitation,443,Chadi_1993_sections_TH_neurons_quantitation,442,0.5
352,Ratzka_2012_P0_sections_TH_neurons_quantitation,477,Richter_2017_pups_sections_all_neurons_quantitation,389,0.5
353,Ratzka_2012_P0_sections_TH_neurons_quantitation,477,Richter_2017_18m_sections_all_neurons_quantitation,385,0.5
354,Baquet_2009_sections_3d_TH_neurons_quantitation,273,Price_2009_sections_TH_neurons_quantitation,382,0.5
355,Baquet_2009_sections_3d_TH_neurons_quantitation,273,Sunstroem_1987_sections_TH_neurons_quantitation,486,0.5
