PhenotypeID,Phenotype_name,CellID,Cell_type_name
49,Expression_CD11b,71,Macrophage
49,Expression_CD11b,71,Macrophage
101,Expression_CD68,71,Macrophage
50,Expression_lipocortin 1,72,Lipocortin 1 expressing
51,Expression_phosphotyrosine,73,Phosphotyrosine expressing
54,Expression_kappa opioid receptor,74,Kappa opioid receptor expressing
54,Expression_kappa opioid receptor,74,Kappa opioid receptor expressing
35,Expression_NADPHd,75,NADPHd, weakly expressing
35,Expression_NADPHd,76,NADPHd, strongly expressing
56,Expression_VGLUT1,77,VGLUT1 expressing
56,Expression_VGLUT1,77,VGLUT1 expressing
56,Expression_VGLUT1,77,VGLUT1 expressing
56,Expression_VGLUT1,77,VGLUT1 expressing
29,Expression_pre-proenkephalin A mRNA,79,Substance P / enkephalin co-expressing
27,Expression_substance p,79,Substance P / enkephalin co-expressing
57,Expression_pre-proenkephalin mRNA,79,Substance P / enkephalin co-expressing
58,Expression_pre-protachykinin mRNA,79,Substance P / enkephalin co-expressing
57,Expression_pre-proenkephalin mRNA,79,Substance P / enkephalin co-expressing
58,Expression_pre-protachykinin mRNA,79,Substance P / enkephalin co-expressing
62,Expression_VGLUT2,80,VGLUT2 expressing
62,Expression_VGLUT2,80,VGLUT2 expressing
62,Expression_VGLUT2,80,VGLUT2 expressing
63,Expression_VGAT,81,VGAT expressing
63,Expression_VGAT,81,VGAT expressing
63,Expression_VGAT,81,VGAT expressing
64,Expression_XPA,82,XPA expressing
65,Expression_XPB,83,XPB expressing
23,Expression_enkephalin mRNA,85,Enkephalin expressing
26,Expression_met enkephalin,85,Enkephalin expressing
29,Expression_pre-proenkephalin A mRNA,85,Enkephalin expressing
23,Expression_enkephalin mRNA,85,Enkephalin expressing
67,Expression_enkephalin,85,Enkephalin expressing
57,Expression_pre-proenkephalin mRNA,85,Enkephalin expressing
68,Expression_glucocorticoid receptor,86,Glucocorticoid receptor expressing
68,Expression_glucocorticoid receptor,86,Glucocorticoid receptor expressing
69,Expression_c-fos,87,C-fos expressing
69,Expression_c-fos,87,C-fos expressing
49,Expression_CD11b,89,Microglia
49,Expression_CD11b,89,Microglia
49,Expression_CD11b,89,Microglia
49,Expression_CD11b,89,Microglia
106,Expression_Iba-1,89,Microglia
106,Expression_Iba-1,89,Microglia
71,Electrophysiology_high frequency tonic firing,90,Inner globus pallidus neuron
73,Region_>96 µm from striatopallidal border,90,Inner globus pallidus neuron
71,Electrophysiology_high frequency tonic firing,91,Outer globus pallidus neuron
74,Region_<96 µm from striatopallidal border,91,Outer globus pallidus neuron
8,Expression_somatostatin,93,Somatostatin / calretinin co-expressing
6,Expression_calretinin,93,Somatostatin / calretinin co-expressing
8,Expression_somatostatin,94,Somatostatin / nNOS co-expressing
9,Expression_nitric oxide synthase,94,Somatostatin / nNOS co-expressing
75,Expression_VIP,95,VIP / CCK co-expressing
76,Expression_cholecystokinin,95,VIP / CCK co-expressing
75,Expression_VIP,96,VIP / calretinin co-expressing
6,Expression_calretinin,96,VIP / calretinin co-expressing
75,Expression_VIP,97,VIP expressing
84,Expression_acidic fibroblast growth factor,100,Acidic fibroblast growth factor expressing
86,Connectivity_nigrostriatal,102,Dopaminergic neuron
86,Connectivity_nigrostriatal,102,Dopaminergic neuron
1,Expression_dopamine,102,Dopaminergic neuron
13,Region_substantia nigra,102,Dopaminergic neuron
14,Expression_tyrosine hydroxylase,102,Dopaminergic neuron
77,Electrophysiology_dopaminergic neuron,102,Dopaminergic neuron
13,Region_substantia nigra,102,Dopaminergic neuron
87,Expression_cAMP response element,103,cAMP response element-positive
90,Connectivity_EP,104,Prototypic pallidal neuron
88,Connectivity_SN,104,Prototypic pallidal neuron
89,Connectivity_striatum,104,Prototypic pallidal neuron
91,Connectivity_subthalamic nucleus,104,Prototypic pallidal neuron
92,Connectivity_globus pallidus,104,Prototypic pallidal neuron
86,Connectivity_nigrostriatal,105,Nigrostriatal neuron
86,Connectivity_nigrostriatal,106,Dopaminergic nigrostriatal neuron
1,Expression_dopamine,106,Dopaminergic nigrostriatal neuron
86,Connectivity_nigrostriatal,107,Non-dopaminergic nigrostriatal neuron
94,Connectivity_Projection neuron,108,Subthalamic nucleus projection neuron
93,Region_Subthalamic nucleus,108,Subthalamic nucleus projection neuron
94,Connectivity_Projection neuron,109,Rostral subthalamic nucleus projection neuron
95,Region_Subthalamic nucleus, rostral half,109,Rostral subthalamic nucleus projection neuron
94,Connectivity_Projection neuron,110,Caudal subthalamic nucleus projection neuron
96,Region_Subthalamic nucleus, caudal half,110,Caudal subthalamic nucleus projection neuron
94,Connectivity_Projection neuron,111,Lateral subthalamic nucleus projection neuron
97,Region_Subthalamic nucleus, lateral half,111,Lateral subthalamic nucleus projection neuron
94,Connectivity_Projection neuron,112,Medial subthalamic nucleus projection neuron
98,Region_Subthalamic nucleus, medial half,112,Medial subthalamic nucleus projection neuron
52,Expression_S100-beta,113,Astrocyte, S100b expressing
52,Expression_S100-beta,113,Astrocyte, S100b expressing
52,Expression_S100-beta,113,Astrocyte, S100b expressing
83,Expression_S100,113,Astrocyte, S100b expressing
48,Expression_GFAP,114,Astrocyte, GFAP expressing
48,Expression_GFAP,114,Astrocyte, GFAP expressing
48,Expression_GFAP,114,Astrocyte, GFAP expressing
48,Expression_GFAP,114,Astrocyte, GFAP expressing
48,Expression_GFAP,114,Astrocyte, GFAP expressing
48,Expression_GFAP,114,Astrocyte, GFAP expressing
48,Expression_GFAP,114,Astrocyte, GFAP expressing
48,Expression_GFAP,114,Astrocyte, GFAP expressing
100,Expression_olig2,115,Oligodendrocyte
100,Expression_olig2,115,Oligodendrocyte
102,Expression_VVA,116,Perineuronal net-surrounded neuron
102,Expression_VVA,116,Perineuronal net-surrounded neuron
102,Expression_VVA,116,Perineuronal net-surrounded neuron
102,Expression_VVA,116,Perineuronal net-surrounded neuron
105,Expression_5HT,117,Serotonergic neuron
106,Expression_Iba-1,118,Microglia, resting
106,Expression_Iba-1,119,Microglia, active
43,Expression_GAD65 mRNA,121,GAD65 expressing
107,Expression_p75,122,p75 neurotrophin receptor expressing
108,Expression_TrkA,123,TrkA expressing
108,Expression_TrkA,123,TrkA expressing
89,Connectivity_striatum,124,Corticostriatal neuron
109,Region_Frontal cortex,124,Corticostriatal neuron
110,Expression_pre-enkephalin,125,Pre-enkephalin expressing
