ID,Phenotype_name,Phenotype_category,Ontological_identifier,Derived_data_record,Derived_data_record_name
16,Expression_glutamate receptor 1 mRNA,4,,66,Ariano_1997_sections_GluR1_NMDAR1_GluR1_mRNA_neuron_quantitation_4
17,Expression_NMDA receptor mRNA,4,NIFEXT:5250,59,Ariano_1997_sections_GluR1_NMDAR1_NMDAR1_neuron_quantitation
17,Expression_NMDA receptor mRNA,4,NIFEXT:5250,67,Ariano_1997_sections_D1A_NMDAR1_NMDAR1_neuron_quantitation_2
17,Expression_NMDA receptor mRNA,4,NIFEXT:5250,68,Ariano_1997_sections_D2_NMDAR1_NMDAR1_neuron_quantitation_3
18,Expression_dopamine 1 receptor mRNA,4,,71,Ariano_1997_sections_D1A_NMDAR1_D1A_mRNA_neuron_quantitation_1
18,Expression_dopamine 1 receptor mRNA,4,,72,Ariano_1997_sections_D1A_GluR1_D1A_mRNA_neuron_quantitation_2
18,Expression_dopamine 1 receptor mRNA,4,,73,Ariano_1997_sections_D1A_D2_D1A_mRNA_neuron_quantitation_3
18,Expression_dopamine 1 receptor mRNA,4,,94,Fauchey_2000_sections_PPA/D1_cells_quantitation
18,Expression_dopamine 1 receptor mRNA,4,,93,Fauchey_2000_sections_PPA/D1_D1_cells_quantitation
18,Expression_dopamine 1 receptor mRNA,4,,671,Petersen_2000_sections_D1_neurons_quantitation
19,Expression_dopamine 2 receptor mRNA,4,,74,Ariano_1997_sections_D2_NMDAR1_D2_mRNA_neuron_quantitation_1
19,Expression_dopamine 2 receptor mRNA,4,,75,Ariano_1997_sections_D2_GluR1_D2_mRNA_neuron_quantitation_2
19,Expression_dopamine 2 receptor mRNA,4,,76,Ariano_1997_sections_D2_D1A_D2_mRNA_neuron_quantitation_3
19,Expression_dopamine 2 receptor mRNA,4,,96,Fauchey_2000_sections_PPA/D2_cells_quantitation
19,Expression_dopamine 2 receptor mRNA,4,,629,Kopp_1992_sections_D2_neurons_quantitation
20,Morphology_medium size,2,NLX:45865,79,Bayer_1994_sections_Msneuron_quantitation
20,Morphology_medium size,2,NLX:45865,90,Eilam_2003_sections_NeuN_mediumcells_quantitation
20,Morphology_medium size,2,NLX:45865,151,Lolova_1995_3m_sections_nissl_medium_neurons_quantitation
20,Morphology_medium size,2,NLX:45865,155,Lolova_1995_12m_sections_nissl_medium_neurons_quantitation
20,Morphology_medium size,2,NLX:45865,159,Lolova_1995_3m_sections_bFGF_medium_neurons_quantitation
20,Morphology_medium size,2,NLX:45865,162,Lolova_1995_12m_sections_bFGF_medium_neuron_quantitation
20,Morphology_medium size,2,NLX:45865,499,Lawrence_2012_golgi_sections_spines_quantitation
20,Morphology_medium size,2,NLX:45865,684,Robinson_1995_semithin_MSN_neurons_quantitation
21,Region_striatum,1,UBERON:0002435,,
22,Expression_choline acetyltransferase,4,ILX:0102129,81,Burke_1990_sections_ChAT_cells_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,82,Burke_1990_sections_ChAT_neurons_distribution
22,Expression_choline acetyltransferase,4,ILX:0102129,112,Gritti_2006_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,117,Guan_1999_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,176,McNeill_1990_6m_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,178,Meredith_1989_sections_single_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,179,Meredith_1989_sections_single_ChAT_neurons_distribution
22,Expression_choline acetyltransferase,4,ILX:0102129,180,Meade_2000_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,539,Abdurakhmanova_2017_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,543,Alexi_1997_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,563,Champy_2003_sections_chat_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,600,Fischer_1992_12m_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,601,Fischer_1992_18m_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,602,Fischer_1992_30m_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,603,Fischer_1992_3m_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,615,Grosse_2005_sections_chat_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,618,Hawlitschka_2017_sections_chat_cells_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,627,Johnston_1987_sections_chat_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,633,Larsson_2001_sections_ChAT_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,650,Lohr_2000_sections_cholinergic_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,706,Song_2013_sections_chat_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,721,Yoshikawa_2010_immuno_sections_chat_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,730,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation
22,Expression_choline acetyltransferase,4,ILX:0102129,731,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation
23,Expression_enkephalin mRNA,4,,83,Chang_2010_sections_ENK_neurons_quantitation
23,Expression_enkephalin mRNA,4,,198,�stergaard_1995_sections_ISH_ENK_neurons_quantitation
24,Expression_dynorphin mRNA,4,,84,Chang_2010_sections_DYN_neurons_quantitation
25,Expression_glutamic acid decarboxylase,4,NLX:203,113,Gritti_2006_sections_GAD_neurons_quantitation
25,Expression_glutamic acid decarboxylase,4,NLX:203,118,Guan_1999_sections_GAD_neurons_quantitation
25,Expression_glutamic acid decarboxylase,4,NLX:203,370,McCormack_2002_sections_GAD_neurons_quantitation
26,Expression_met enkephalin,4,NLX:94955,87,Eilam_2003_sections_met-enk_cells_quantitation
27,Expression_substance p,4,NIFEXT:5117,88,Eilam_2003_sections_SP_cells_quantitation
27,Expression_substance p,4,NIFEXT:5117,98,Fauchey_2000_sections_PPA/SP_cells_quantitation
27,Expression_substance p,4,NIFEXT:5117,97,Fauchey_2000_sections_PPA/SP_SP_cells_quantitation
28,Morphology_small size,2,NLX:85169,89,Eilam_2003_sections_NeuN_smallcells_quantitation
28,Morphology_small size,2,NLX:85169,150,Lolova_1995_3m_sections_nissl_small_neurons_quantitation
28,Morphology_small size,2,NLX:85169,154,Lolova_1995_12m_sections_nissl_small_neurons_quantitation
28,Morphology_small size,2,NLX:85169,158,Lolova_1995_3m_sections_bFGF_small_neurons_quantitation
28,Morphology_small size,2,NLX:85169,161,Lolova_1995_12m_sections_bFGF_small_neuron_quantitation
29,Expression_pre-proenkephalin A mRNA,4,,99,Fauchey_2000_sections_PPA/D3_cells_quantitation
29,Expression_pre-proenkephalin A mRNA,4,,98,Fauchey_2000_sections_PPA/SP_cells_quantitation
29,Expression_pre-proenkephalin A mRNA,4,,96,Fauchey_2000_sections_PPA/D2_cells_quantitation
29,Expression_pre-proenkephalin A mRNA,4,,94,Fauchey_2000_sections_PPA/D1_cells_quantitation
29,Expression_pre-proenkephalin A mRNA,4,,92,Fauchey_2000_sections_PPA/D1_PPA_cells_quantitation
29,Expression_pre-proenkephalin A mRNA,4,,666,Normand_1987_sections_PPA_neurons_quantitation
30,Expression_dopamine receptor 3 mRNA,4,,100,Fauchey_2000_sections_PPA/D3_PPA-/D3+_cells_quantitation
30,Expression_dopamine receptor 3 mRNA,4,,99,Fauchey_2000_sections_PPA/D3_cells_quantitation
32,Expression_vesicular monoamine transporter 2,4,,,
33,Expression_phosphate activated glutaminase,4,,114,Gritti_2006_sections_PAG_neurons_quantitation
34,Region_external globus pallidus,1,UBERON:0002476,,
35,Expression_NADPHd,4,,127,Hussain_1996_sections_NADPHd_neurons
35,Expression_NADPHd,4,,181,Meade_2000_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,197,�stergaard_1995_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,233,Talavera_1997_mountedsections_weak_NADPHd_neurons_quantitation
35,Expression_NADPHd,4,,234,Talavera_1997_mountedsections_strong_NADPHd_neurons_quantitation
35,Expression_NADPHd,4,,302,Barcia_2012_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,540,Abdurakhmanova_2017_sections_NOS_neurons_quantitation
35,Expression_NADPHd,4,,546,Alexi_1997_sections_nadph_neurons_quantitation
35,Expression_NADPHd,4,,548,Andreassen_2000_sections_nadph_neurons_quantitation
35,Expression_NADPHd,4,,598,Echeverry_2004_sections_NADPHd_neurons_quantitation
35,Expression_NADPHd,4,,611,Gomes_2003_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,657,Murata_2003_P1_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,665,Murata_2003_P7_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,658,Murata_2003_P10_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,659,Murata_2003_P14_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,660,Murata_2003_P21_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,661,Murata_2003_P28_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,662,Murata_2003_P3_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,663,Murata_2003_P35_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,664,Murata_2003_P5_sections_NADPH_neurons_quantitation
35,Expression_NADPHd,4,,713,Uehara-Kunugi_1991_sections_nadph_neurons_quantitation
35,Expression_NADPHd,4,,726,Yamada_1996_young_sections_NADPH_neurons_quantitation
37,Expression_huntingtin,4,,139,Kosinski_1997_sections_htt+/calb_neuron_quantitation
37,Expression_huntingtin,4,,140,Kosinski_1997_sections_htt++/calb-_neurons_quantitation
37,Expression_huntingtin,4,,138,Kosinski_1997_sections_htt+/calb-_neurons_quantitation
37,Expression_huntingtin,4,,137,Kosinski_1997_sections_htt++/calb_neurons_quantitation
37,Expression_huntingtin,4,,141,Kosinski_1997_sections_htt+++/calb_neurons_quantitation
37,Expression_huntingtin,4,,142,Kosinski_1997_sections_htt+++/calb-_neurons_quantitation
38,Expression_GAD67 mRNA,4,,147,Lenz_1994_sections_GAD67_neurons_quantitation
38,Expression_GAD67 mRNA,4,,148,Lenz_1994_sections_PV_GAD67_neurons_quantitation
38,Expression_GAD67 mRNA,4,,167,L�scher_2006_sections_GAD67light_mRNA_neurons_quantitation
38,Expression_GAD67 mRNA,4,,168,L�scher_2006_sections_GAD67heavy_mRNA_neurons_quantitation
38,Expression_GAD67 mRNA,4,,309,L�scher_2006_sections_GAD67_heavily_neurons_distribution
38,Expression_GAD67 mRNA,4,,310,L�scher_2006_sections_GAD67_lightly_neurons_distribution
38,Expression_GAD67 mRNA,4,,536,L�scher_2006_sham_sections_GAD67heavy_neurons_quantitation
38,Expression_GAD67 mRNA,4,,537,L�scher_2006_sham_sections_GAD67light_neuron_quantitation
39,Expression_parvalbumin mRNA,4,,148,Lenz_1994_sections_PV_GAD67_neurons_quantitation
39,Expression_parvalbumin mRNA,4,,311,Allen_PV_ISH_75457579_sections_PV_neurons_quantitation
40,Morphology_large size,2,NLX:10930,152,Lolova_1995_3m_sections_nissl_large_neurons_quantitation
40,Morphology_large size,2,NLX:10930,156,Lolova_1995_12m_sections_nissl_large_neurons_quantitation
40,Morphology_large size,2,NLX:10930,160,Lolova_1995_3m_sections_bFGF_large_neuron_quantitation
40,Morphology_large size,2,NLX:10930,163,Lolova_1995_12m_sections_bFGF_large_neuron_quantitation
40,Morphology_large size,2,NLX:10930,683,Robinson_1995_semithin_large_neurons_quantitation
41,Expression_basic fibroblast growth factor,4,,157,Lolova_1995_3m_sections_bFGF_neurons_quantitation
41,Expression_basic fibroblast growth factor,4,,158,Lolova_1995_3m_sections_bFGF_small_neurons_quantitation
41,Expression_basic fibroblast growth factor,4,,159,Lolova_1995_3m_sections_bFGF_medium_neurons_quantitation
41,Expression_basic fibroblast growth factor,4,,160,Lolova_1995_3m_sections_bFGF_large_neuron_quantitation
41,Expression_basic fibroblast growth factor,4,,161,Lolova_1995_12m_sections_bFGF_small_neuron_quantitation
41,Expression_basic fibroblast growth factor,4,,162,Lolova_1995_12m_sections_bFGF_medium_neuron_quantitation
41,Expression_basic fibroblast growth factor,4,,163,Lolova_1995_12m_sections_bFGF_large_neuron_quantitation
41,Expression_basic fibroblast growth factor,4,,164,Lolova_1995_12m_sections_bFGF_neuron_quantitation
41,Expression_basic fibroblast growth factor,4,,334,Gomide_2005_sections_bgfg_cells_quantitation
41,Expression_basic fibroblast growth factor,4,,367,Liu_2004_sections_FGF2_cells_quantitation
42,Expression_GABA,4,SAO:229636300,165,L�scher_2006_sections_GABA_neurons_quantitation
42,Expression_GABA,4,SAO:229636300,306,L�scher_2006_sections_GABA_neurons_distribution
42,Expression_GABA,4,SAO:229636300,533,L�scher_2006_sham_sections_GABA_neurons_quantitation
43,Expression_GAD65 mRNA,4,,166,L�scher_2006_sections_GAD65light_mRNA_neurons_quantitation
43,Expression_GAD65 mRNA,4,,169,L�scher_2006_sections_GAD65heavy_mRNA_neurons_quantitation
43,Expression_GAD65 mRNA,4,,307,L�scher_2006_sections_GAD65_heavy_neurons_distribution
43,Expression_GAD65 mRNA,4,,308,L�scher_2006_sections_GAD65_lightly_neurons_distribution
43,Expression_GAD65 mRNA,4,,534,L�scher_2006_sham_sections_GAD65heavy_neurons_quantitation
43,Expression_GAD65 mRNA,4,,535,L�scher_2006_sham_sections_GAD65light_neurons_quantitation
43,Expression_GAD65 mRNA,4,,630,Laprade_1997_sections_ish_GAD65_neurons_quantitation
44,Expression_glutamine synthetase,4,,171,McArthur_2016_female_sections_GS_cells_quantitation
44,Expression_glutamine synthetase,4,,172,McArthur_2016_male_sections_GS_cells_quantitation
45,Expression_GAD mRNA,4,,187,Nair-Roberts_2008_sections_GAD_TH_GAD_neuron_quantitation
46,Expression_apolipoprotein D,4,,194,Ong_2002_sections_apoD_cells_quantitation
47,Expression_cannabinoid receptor 1,4,NIFEXT:6899,206,Pickel_2006_sections_CB1R_terminals_quantitation
47,Expression_cannabinoid receptor 1,4,NIFEXT:6899,208,Pickel_2006_sections_CB1R_terminals_asym_quantitation
47,Expression_cannabinoid receptor 1,4,NIFEXT:6899,210,Pickel_2006_sections_CB1R_terminals_sym_quantitation
48,Expression_GFAP,4,,211,Rabchevsky_1998_sections_astrocytes_quantitation
48,Expression_GFAP,4,,215,San Jose_2001_3m_sections_GFAP_cells_quantitation
48,Expression_GFAP,4,,217,San Jose_2001_9m_sections_GFAP_cells_quantitation
48,Expression_GFAP,4,,296,Smeyne_2005_bl6_sections_GFAP_glia_quantitation
48,Expression_GFAP,4,,297,Smeyne_2005_SW_sections_GFAP_glia_quantitation
48,Expression_GFAP,4,,443,Chadi_1993_sections_GFAP_cells_quantitation
48,Expression_GFAP,4,,451,Gomide_2005b_sections_GFAP_cells_quantitation
48,Expression_GFAP,4,,479,Rodrigues_2001_sections_GFAP_cells_quantitation
48,Expression_GFAP,4,,566,Champy_2003_sections_GFAP_cells_quantitation
48,Expression_GFAP,4,,605,Gomes_2015_sections_GFAP_cells_quantitation
49,Expression_CD11b,4,,216,San Jose_2001_3m_sections_OX-42_cells_quantitation
49,Expression_CD11b,4,,218,San Jose_2001_9m_sections_OX-42_cells_quantitation
49,Expression_CD11b,4,,294,Smeyne_2005_bl6_sections_CD11b_glia_quantitation
49,Expression_CD11b,4,,295,Smeyne_2005_SW_sections_CD11b_glia_quantitation
49,Expression_CD11b,4,,374,Olson_2015_sections_CD11b_cells_quantitation
49,Expression_CD11b,4,,452,Gomide_2005b_sections_OX-42_cells_quantitation
49,Expression_CD11b,4,,480,Rodrigues_2001_sections_OX42_cells_quantitation
50,Expression_lipocortin 1,4,,222,Savchenko_2000_sections_LC1_cells_quantitation
51,Expression_phosphotyrosine,4,,223,Savchenko_2000_sections_PT_cells_quantitation
52,Expression_S100-beta,4,,221,Savchenko_2000_sections_S100-b_cells_quantitation
52,Expression_S100-beta,4,,298,Smeyne_2005_bl6_sections_S100b_glia_quantitation
52,Expression_S100-beta,4,,299,Smeyne_2005_SW_sections_S100b_glia_quantitation
53,Expression_muscarinergic receptor 2,4,NIFEXT:7946,,
54,Expression_kappa opioid receptor,,NIFEXT:5660,231,Svingos_1999_ultrathin_KOR_terminals_quantitation
54,Expression_kappa opioid receptor,,NIFEXT:5660,232,Svingos_1999_ultrathin_KOR_spines_quantitation
55,Expression_PSA-NCAM,4,,,
56,Expression_VGLUT1,4,NLXMOL:1006007,245,Walker_2012_ultrathin_VGLUT1_terminals_quantitation
56,Expression_VGLUT1,4,NLXMOL:1006007,258,Wouterlood_2012_sections_vglut1_boutons_quantitation
56,Expression_VGLUT1,4,NLXMOL:1006007,262,Wouterlood_2012_sections_vglut1_distribution
56,Expression_VGLUT1,4,NLXMOL:1006007,613,Goodliffe_2018_slices_vglut1_boutons_quantitation
57,Expression_pre-proenkephalin mRNA,4,,247,Wang_2007_sections_SP/ENK_neurons_patch_quantitation
57,Expression_pre-proenkephalin mRNA,4,,248,Wang_2007_sections_SP/ENK_neuron_matrix_quantitation
57,Expression_pre-proenkephalin mRNA,4,,549,Andreassen_1999_sections_ppe_neurons_quantitation
57,Expression_pre-proenkephalin mRNA,4,,631,Laprade_1997_sections_ish_PPE_neurons_quantitation
58,Expression_pre-protachykinin mRNA,,,247,Wang_2007_sections_SP/ENK_neurons_patch_quantitation
58,Expression_pre-protachykinin mRNA,,,248,Wang_2007_sections_SP/ENK_neuron_matrix_quantitation
58,Expression_pre-protachykinin mRNA,,,733,Xu_2007_p10_sections_ppt_neurons_quantitation
58,Expression_pre-protachykinin mRNA,,,734,Xu_2007_p20_sections_ppt_neurons_quantitation
58,Expression_pre-protachykinin mRNA,,,735,Xu_2007_p30_sections_ppt_neurons_quantitation
58,Expression_pre-protachykinin mRNA,,,736,Xu_2007_p60_sections_ppt_neurons_quantitation
59,Region_striosome,1,UBERON:0027371,,
60,Region_matrix,1,UBERON:0027368,,
61,Expression_pre-prosomatostatin mRNA,4,,249,West_1996_mounted_somatostatin_neurons_quantitation
61,Expression_pre-prosomatostatin mRNA,4,,547,Andreassen_2000_sections_ppSS_neurons_quantitation
61,Expression_pre-prosomatostatin mRNA,4,,693,Salin_1990b_sections_som_cells_quantitation
62,Expression_VGLUT2,4,NLXMOL:1006009,259,Wouterlood_2012_sections_vglut2_terminals_quantitation
62,Expression_VGLUT2,4,NLXMOL:1006009,263,Wouterlood_2012_sections_vglut2_distribution
62,Expression_VGLUT2,4,NLXMOL:1006009,614,Goodliffe_2018_slices_vglut2_boutons_quantitation
63,Expression_VGAT,4,,260,Wouterlood_2012_sections_vgat_terminals_quantitation
63,Expression_VGAT,4,,261,Wouterlood_2012_sections_vgat_terminals_distribution
63,Expression_VGAT,4,,326,NMO_Henny_2013_ultrathin_VGAT_terminals_quantitation
64,Expression_XPA,4,,264,Yang_2008_sections_XPA_cells_quantitation
65,Expression_XPB,4,,265,Yang_2008_sections_XPB_neurons_quantitation
66,Expression_DARPP-32,4,,266,Zoli_1993_sections_DARPP-32_neurons_quantitation
66,Expression_DARPP-32,4,,564,Champy_2003_sections_DARRP_neurons_quantitation
66,Expression_DARPP-32,4,,634,Larsson_2001_sections_DARPP_neurons_quantitation
66,Expression_DARPP-32,4,,648,Leventhal_2002_sections_DARPP_neurons_quantitation
66,Expression_DARPP-32,4,,722,Yoshikawa_2010_immuno_sections_darpp_neurons_quantitation
67,Expression_enkephalin,4,,267,Zoli_1993_sections_enk_neurons_quantitation
68,Expression_glucocorticoid receptor,4,,268,Zoli_1993_sections_GR_neurons_quantitation
68,Expression_glucocorticoid receptor,4,,743,Zoli_1990_sections_GR_neurons_quantitation
69,Expression_c-fos,4,,270,Cenci_1992_sections_c-fos_cells_quantitation
69,Expression_c-fos,4,,461,Ishida_2001_sections_cfos_neurons_quantitation
70,Expression_,4,,,
71,Electrophysiology_high frequency tonic firing,3,,304,Sadek_2007_sections_innerneurons_boutons_quantitation
71,Electrophysiology_high frequency tonic firing,3,,305,Sadek_2007_sections_outerneurons_boutons_quantitation
73,Region_>96 �m from striatopallidal border,1,,304,Sadek_2007_sections_innerneurons_boutons_quantitation
74,Region_<96 �m from striatopallidal border,1,,305,Sadek_2007_sections_outerneurons_boutons_quantitation
75,Expression_VIP,4,NIFEXT:5148,316,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation
75,Expression_VIP,4,NIFEXT:5148,317,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation
75,Expression_VIP,4,NIFEXT:5148,318,MBA Cell Type Atlas_VIP_brains_neurons_quantitation
76,Expression_cholecystokinin,4,NIFEXT:5068,316,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation
76,Expression_cholecystokinin,4,NIFEXT:5068,667,Peterson_1999_sections_ChAT_neurons_quantitation
77,Electrophysiology_dopaminergic neuron,3,,324,NMO_Henny_2013_sections_TH_neurons_morphology
77,Electrophysiology_dopaminergic neuron,3,,458,Hage_2016_live_slices_spines_quantitation
78,Electrophysiology_unspecified,3,,293,Oorschot_2013_ultrathin_MSN_synapses_quantitation
79,Expression_substance P mRNA,4,,,
80,Expression_somatostatin mRNA,4,,200,�stergaard_1995_sections_ISH_SS_neurons_quantitation
81,Expression_NPY mRNA,4,,,
82,Expression_Nissl,4,,328,Aguirre_2001_sections_neuronal_cells_quantitation
82,Expression_Nissl,4,,355,Johnson_2010b_mouse_sections_Thneg_neurons_quantitation
82,Expression_Nissl,4,,359,Johnson_2010b_rat_sections_Thneg_neurons_quantitation
82,Expression_Nissl,4,,356,Johnson_2010b_mouse_sections_neurons_quantitation
82,Expression_Nissl,4,,350,Johnson_2010_rats_sections_Thneg_neurons_quantitation
82,Expression_Nissl,4,,349,Johnson_2010_mice_sections_Thneg_neurons_quantitation
82,Expression_Nissl,4,,348,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation
82,Expression_Nissl,4,,368,Ma_2009_mountedsections_nissl_neurons_quantitation
82,Expression_Nissl,4,,370,McCormack_2002_sections_GAD_neurons_quantitation
82,Expression_Nissl,4,,371,McCormack_2002_sections_TH_neurons_quantitation
82,Expression_Nissl,4,,375,Olson_2015_sections_TH_neurons_quantitation
82,Expression_Nissl,4,,376,Oorschot_1996_sections_neurons_quantitation
82,Expression_Nissl,4,,379,Panneton_2010_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,381,Price_2009_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,383,Richter_2017_11m_sections_TH_neurons_quantitation
82,Expression_Nissl,4,,384,Richter_2017_11m_sections_all_neurons_quantitation
82,Expression_Nissl,4,,385,Richter_2017_18m_sections_all_neurons_quantitation
82,Expression_Nissl,4,,386,Richter_2017_18m_sections_TH_neurons_quantitation
82,Expression_Nissl,4,,387,Richter_2017_5w_sections_TH_neurons_quantitation
82,Expression_Nissl,4,,388,Richter_2017_5w_sections_all_neurons_quantitation
82,Expression_Nissl,4,,389,Richter_2017_pups_sections_all_neurons_quantitation
82,Expression_Nissl,4,,390,Richter_2017_pups_sections_TH_neurons_quantitation
82,Expression_Nissl,4,,402,Sun_2012_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,417,Aguirre_1999_sections_Thneg_neurons_quantitation
82,Expression_Nissl,4,,427,Bostanci_2013_sections_neurons_quantitation
82,Expression_Nissl,4,,434,Cao_2012_normal_POD7_sections_neurons_quantitation
82,Expression_Nissl,4,,439,Cao_2012_sham_POD7_sections_neurons_quantitation
82,Expression_Nissl,4,,438,Cao_2012_sham_POD21_sections_neurons_quantitation
82,Expression_Nissl,4,,437,Cao_2012_sham_POD14_sections_neurons_quantitation
82,Expression_Nissl,4,,436,Cao_2012_normal_POD21_sections_neurons_quantitation
82,Expression_Nissl,4,,435,Cao_2012_normal_POD14_sections_neurons_quantitation
82,Expression_Nissl,4,,440,Carta_2011_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,472,Omelchenko_2016_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,474,Park_2006_TH_nissl_sections_neurons_quantitation
82,Expression_Nissl,4,,476,Purisai_2007_sections_neurons_quantitation
82,Expression_Nissl,4,,481,Rodrigues_2001_sections_TH_neurons_quantitation
82,Expression_Nissl,4,,483,Saal_2015_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,489,Tatenhorst_2014_sections_neurons_quantitation
82,Expression_Nissl,4,,491,Walters_1999_sections_TH_neurons_quantitation
82,Expression_Nissl,4,,504,Mori_2017_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,505,Komnig_2016b_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,509,Olson_2015_sections_TH_Thneg_neurons_quantitation
82,Expression_Nissl,4,,520,Breckenridge_2013_study4_sections_CV_neurons_quantitation
82,Expression_Nissl,4,,524,Lorenc-Koci_2011_sections_CV_neurons_quantitation
82,Expression_Nissl,4,,525,Purisai_2007_graphdata_sections_neurons_quantitation
82,Expression_Nissl,4,,532,Tatenhorst_2014_140_sections_neurons_quantitation
82,Expression_Nissl,4,,551,Ashwell_1996_sections_neurons_quantitation
82,Expression_Nissl,4,,558,Canudas_2000_sections_neurons_quantitation
82,Expression_Nissl,4,,568,Covey_2007_sections_neurons_quantitation
82,Expression_Nissl,4,,595,Day-Wilson_2006_sections_neurons_quantitation
82,Expression_Nissl,4,,596,Dodds_2014_sections_neurons_quantitation
82,Expression_Nissl,4,,632,Laprade_1997_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,651,Luk_2001_sections_nissl_neurons_quantitation
82,Expression_Nissl,4,,694,Samadi_2013_11w_sections_neurons_quantitation
82,Expression_Nissl,4,,695,Samadi_2013_13w_sections_neurons_quantitation
82,Expression_Nissl,4,,709,Song_2013_sections_thio_neurons_quantitation
82,Expression_Nissl,4,,717,Van de Berg_2002_sections_neurons_quantitation
82,Expression_Nissl,4,,719,Yoshikawa_2010_cvneun_sections_cv_neurons_quantitation
82,Expression_Nissl,4,,728,Yamada_1996_aged_sections_cv_neurons_quantitation
82,Expression_Nissl,4,,729,Yamada_1996_young_sections_cv_neurons_quantitation
83,Expression_S100,4,,335,Gomide_2005_sections_s100_cells_quantitation
84,Expression_acidic fibroblast growth factor,4,,366,Liu_2004_sections_FGF1_neurons_quantitation
85,Expression_NeuN,4,,398,Stayte_2015_sham_sections_neun_neurons_quantitation
85,Expression_NeuN,4,,401,Stayte_2015_shamveh_sections_Neun_neurons_quantitation
85,Expression_NeuN,4,,607,Gomes_2015_sections_neun_neurons_quantitation
85,Expression_NeuN,4,,643,Lawhorn_2009_sections_neurons_quantitation
85,Expression_NeuN,4,,644,Lawhorn_2008_sections_neurons_quantitation
85,Expression_NeuN,4,,672,Ramaswamy_2009_sections_neurons_quantitation
85,Expression_NeuN,4,,720,Yoshikawa_2010_cvneun_sections_neun_neurons_quantitation
85,Expression_NeuN,4,,724,Yoshikawa_2010_immuno_sections_pv_neurons_quantitation
85,Expression_NeuN,4,,723,Yoshikawa_2010_immuno_sections_npy_neurons_quantitation
85,Expression_NeuN,4,,722,Yoshikawa_2010_immuno_sections_darpp_neurons_quantitation
85,Expression_NeuN,4,,721,Yoshikawa_2010_immuno_sections_chat_neurons_quantitation
86,Connectivity_nigrostriatal,6,,432,Bukhatwa_2009_sections_FG_neurons_normal_quantitation
86,Connectivity_nigrostriatal,6,,433,Bukhatwa_2009_sections_FG_neurons_all_quantitation
