e_uid,region1_nomenclature1,region_nomenclature2,topological_relation,annotation,reference,url,id,v_uid,v_uuid,v_lastmodified,v_status,v_lastmodified_epoch
89,Subiculum ventral part molecular layer (Swanson-1998),Subiculum ventral part molecular layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),722,89,ebe15292-a16f-5a50-bd23-f3148e7d2a2f,2016-05-09 16:57:11,C,1.4628130310509E9
848,Bed nuclei of the stria terminalis posterior division transverse nucleus (Swanson-1992),bed nucleus of the stria terminalis; medial division; posterolateral part (Paxinos/Watson-1998),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1825,848,45ab097d-0f73-5ce6-a8ee-4d7c5530b189,2016-05-09 16:57:11,C,1.4628130310509E9
888,Medial dense-celled column of the posterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1992),overlap,Pr; the principal nucleus of Ju and Swanson (1989) appears to encompass our medial column of the posterior medial bed nucleus and a substantial proportion of the intermediate column of the current account (BSTMPi).,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13973,888,80642c2c-008f-525b-8192-acae49f9aef2,2016-05-09 16:57:11,C,1.4628130310509E9
83,Parasubiculum layer 4 (Swanson-1998),Parasubiculum layer 4 (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),713,83,5b195a05-2b86-5004-9888-32a1c9c9c6a5,2016-05-09 16:57:11,C,1.4628130310509E9
608,Motor nucleus of the trigeminal parvicellular part (Swanson-1998),Motor nucleus of the trigeminal parvicellular part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),529,608,de073aa2-abcf-5df8-b7dc-2a4b8c24551c,2016-05-09 16:57:11,C,1.4628130310509E9
370,Nucleus of the lateral lemniscus (Swanson-1998),Nucleus of the lateral lemniscus dorsal part (Swanson-2004),contains,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),473,370,ac24f9aa-0dc7-53e3-9ba3-cc40a7c94dc2,2016-05-09 16:57:11,C,1.4628130310509E9
790,Bed nuclei of the stria terminalis anterolateral area (Swanson-1992),bed nucleus of the stria terminalis; lateral division; intermediate part (Paxinos/Watson-1998),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. Only the caudal part of the BSTal is captured in this relationship.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,2590,790,241ed4da-9f3e-55a3-a134-0b586e97bf0f,2016-05-09 16:57:11,C,1.4628130310509E9
755,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1998),Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1992),identical,Collator note: these brain regions do not differ from one atlas version to the other. Therefore they are assumed to be identical.,Swanson LW; (1998),http://scholar.google.com/scholar?hl=en&q=Swanson LW; (1998),118,755,968e61fb-43a9-583a-a2a1-6d55d95237d4,2016-05-09 16:57:11,C,1.4628130310509E9
234,Pyramus sublobule b (Swanson-1998),Pyramus sublobule b (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),810,234,191afc16-1079-593e-a8dc-f887a98ab3a5,2016-05-09 16:57:11,C,1.4628130310509E9
391,Vascular organ of the lamina terminalis (Swanson-1998),Vascular organ of the lamina terminalis (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),228,391,bceae5e0-b250-51e2-94f9-c150078fbbc5,2016-05-09 16:57:11,C,1.4628130310509E9
635,Bed nuclei of the stria terminalis anterior division dorsomedial nucleus (Swanson-1998),bed nucleus of the stria terminalis; medial division; ventral part (Paxinos/Watson-1998),is covered,Relations collated from Table 2; page 197. Refer to this Table for additional references.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),112,635,8b6e2c05-5dc1-5132-9cd5-84a37ee420fd,2016-05-09 16:57:11,C,1.4628130310509E9
367,Superior olivary complex lateral part (Swanson-1998),Superior olivary complex lateral part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),471,367,d4064adb-90d0-5d17-b66f-a90e987df971,2016-05-09 16:57:11,C,1.4628130310509E9
567,Pontine reticular nucleus caudal part (Swanson-1998),Pontine reticular nucleus caudal part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),594,567,70cc1780-ce10-5cb5-a4e4-645716e12893,2016-05-09 16:57:11,C,1.4628130310509E9
724,Bed nuclei of the stria terminalis posterior division transverse nucleus (Swanson-1998),bed nucleus of the stria terminalis; medial division; posterolateral part (Paxinos/Watson-1998),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,120,724,8d1bf61f-1538-588b-9ce3-f5f63eb2c2a6,2016-05-09 16:57:11,C,1.4628130310509E9
802,Bed nuclei of the stria terminals anterior division magnocellular nucleus (Swanson-1992),Preoptic subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1821,802,52eef6bf-2753-5095-832c-4ccc5407c539,2016-05-09 16:57:11,C,1.4628130310509E9
70,Retrosplenial area lateral agranular part (Swanson-1998),Retrosplenial area lateral agranular part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),770,70,11f289b3-5574-54a4-b576-57ecca8cbd8b,2016-05-09 16:57:11,C,1.4628130310509E9
466,Tegmental reticular nucleus (Swanson-1998),Tegmental reticular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),851,466,e263d36e-27a9-5c5c-bbbb-1a813afa6267,2016-05-09 16:57:11,C,1.4628130310509E9
646,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1998),bed nucleus of the stria terminalis; medial division; posterointermediate part (Paxinos/Watson-1998),overlap,Relations collated from Table 2; page 197. Refer to this Table for additional references.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),118,646,1f5e617d-0f10-5cc5-84f1-a540901c8bb2,2016-05-09 16:57:11,C,1.4628130310509E9
813,Bed nuclei of the stria terminals anterior division ventral nucleus (Swanson-1992),bed nucleus of the stria terminalis; medial division; posterointermediate part (Paxinos/Watson-1998),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. The authors are unsure about this relationship; therefore they marked it accordingly in the Table.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1820,813,8db3e1cf-72d8-5c21-846d-85695c538dfb,2016-05-09 16:57:11,C,1.4628130310509E9
152,Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region (Swanson-1998),Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),374,152,ea61e30a-2f59-5369-a181-b2d0c594738f,2016-05-09 16:57:11,C,1.4628130310509E9
76,Entorhinal area medial part; dorsal zone layers 1-6 (Swanson-1998),Entorhinal area medial part; dorsal zone layers 1-6 (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),47,76,c7e71047-bb71-585d-8669-17f3931b3541,2016-05-09 16:57:11,C,1.4628130310509E9
417,Rostral linear nucleus raphe (Swanson-1998),Rostral linear nucleus raphe (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),564,417,41cf5533-06c7-5f95-9fe0-b4d6b76d7c71,2016-05-09 16:57:11,C,1.4628130310509E9
5,Primary somatosensory area trunk (Swanson-1998),Primary somatosensory area trunk (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),687,5,c416e1eb-9fc7-5ce0-bc0d-ced329625462,2016-05-09 16:57:11,C,1.4628130310509E9
108,Field CA3 pyramidal layer (Swanson-1998),Field CA3 pyramidal layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),743,108,26d54167-5b95-5203-889e-a0703191f1a9,2016-05-09 16:57:11,C,1.4628130310509E9
315,Retina; outer plexiform layer (Swanson-1998),Retina; outer plexiform layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),845,315,3cfefda5-cb71-5f4b-b8a8-58d2eb412e2d,2016-05-09 16:57:11,C,1.4628130310509E9
835,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1992),Medial dense-celled column of the posterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),contains,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. BSTMPm and BSTMPi are in relation only with BSTpr; therefore they are assumed to be included in the principal nucleus.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1823,835,a5d135fa-e5ef-51f0-9c29-1c72eef77bd8,2016-05-09 16:57:11,C,1.4628130310509E9
428,Nucleus raphe magnus (Swanson-1998),Nucleus raphe magnus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),574,428,28fee4e1-10ab-52fd-8be6-656efff254b3,2016-05-09 16:57:11,C,1.4628130310509E9
716,Bed nuclei of the stria terminalis anterolateral area (Swanson-1998),bed nucleus of the stria terminalis; lateral division (Paxinos/Watson-1998),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. Only the rostral part of the BTal is captured in this relationship. BSTL in Paxinos-Watson (98) nomenclature includes several subdivisions; therefore the relation between the rostral part of BSTal and BSTL is vague.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,107,716,6aaf0be6-2a44-5238-b1a1-b77539911da3,2016-05-09 16:57:11,C,1.4628130310509E9
871,Medial bed nucleus of the stria terminalis (de Olmos - 1995),Dorsal part of the lateral bed nucleus of the stria terminalis capsular portion (de Olmos - 1995),overlap,...the medial portion (Bm) corresponding to the overall medial bed nucleus of the current account (BSTM). Collator note: the relation between these two regions is "overlap" because; Bm of McDonald include a portion of the lateral BST as defined by Alheid et al.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13969,871,d6acf9c3-0b1f-5403-b099-94211c24bee5,2016-05-09 16:57:11,C,1.4628130310509E9
276,Medial geniculate complex medial part (Swanson-1998),Medial geniculate complex medial part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),332,276,3d799d0f-6105-5ae1-8cda-460ed2213965,2016-05-09 16:57:11,C,1.4628130310509E9
485,Interstitial nucleus of the vestibular nerve (Swanson-1998),Interstitial nucleus of the vestibular nerve (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),490,485,67c6f578-6f16-54a9-9e34-1e70f6ba033f,2016-05-09 16:57:11,C,1.4628130310509E9
786,Bed nuclei of the stria terminalis anterolateral area (Swanson-1992),Posterior part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. Only the caudal part of BSTal is captured in spatial relations; the rostral part appears to be different of any BST defined in the Alheid nomenclature.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,2590,786,d66ecbab-e29c-5d36-a774-96bb3bf3eaab,2016-05-09 16:57:11,C,1.4628130310509E9
160,Lateral septal nucleus rostral (rostroventral) part medial zone dorsal region (Swanson-1998),Lateral septal nucleus rostral (rostroventral) part medial zone dorsal region (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),383,160,e6e3cd84-a8c8-5516-8d93-bcd28dd26a5a,2016-05-09 16:57:11,C,1.4628130310509E9
713,Bed nuclei of the stria terminalis anterior division dorsolateral nucleus (Swanson-1998),bed nucleus of the stria terminalis; medial division; posterolateral part (Paxinos/Watson-1998),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. The authors are unsure about this relationship; therefore they marked it accordingly in the Table.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,113,713,86040ef1-48fe-5fbd-8cd4-027d601bb19c,2016-05-09 16:57:11,C,1.4628130310509E9
17,Accessory olfactory bulb; glomerular layer (Swanson-1998),Accessory olfactory bulb; glomerular layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),38,17,f5fa72d4-d0e5-5106-b6d0-870dafe985b4,2016-05-09 16:57:11,C,1.4628130310509E9
482,Nucleus intercalatus (Swanson-1998),Nucleus intercalatus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),487,482,d50fd235-8dd6-5efe-a8fe-96a97560da2e,2016-05-09 16:57:11,C,1.4628130310509E9
744,Bed nuclei of the stria terminalis posterior division interfascicular nucleus (Swanson-1998),Posterior intermediate subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,119,744,767f92e1-176d-5806-9815-9bb8cd2c8acb,2016-05-09 16:57:11,C,1.4628130310509E9
938,Intermediate part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),Bed nuclei of the stria terminals anterior division dorsolateral nucleus (Swanson-1992),overlap,Our BSTLI also appears to ecnompass several of their subnuclei; including their rhomboid nuclei; lateral parts of their ventral nuclei; their magnocellular nuclei; and lateral parts of their dorsolateral nuclei (DL).,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13984,938,1307ba85-ae02-5ccd-b63f-bfd382887dba,2016-05-09 16:57:11,C,1.4628130310509E9
291,Interanterodorsal nucleus of the thalamus (Swanson-1998),Interanterodorsal nucleus of the thalamus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),62,291,b94bcd1b-89ab-52ad-ba00-4a5138a25011,2016-05-09 16:57:11,C,1.4628130310509E9
656,Bed nucleus of the stria terminalis medial (de Olmos -1985),Bed nucleus of stria terminalis group c (Bleier),is contained,...the BSTV was included within their "c" [Bleier et al. (1979)] division.,de Olmos J.; Alheid G.F. & Beltramino C.A.; (1985),http://scholar.google.com/scholar?hl=en&q=de Olmos J.; Alheid G.F. & Beltramino C.A.; (1985),13868,656,ca7ffa95-cdd7-56ac-b0ca-5e9f479c761a,2016-05-09 16:57:11,C,1.4628130310509E9
191,Intercalated nuclei of the amygdala (Swanson-1998),Intercalated nuclei of the amygdala (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),269,191,1502b0a2-36db-5821-a763-505febe6c700,2016-05-09 16:57:11,C,1.4628130310509E9
470,Dorsal accessory olive (Swanson-1998),Dorsal accessory olive (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),854,470,cc861f7a-2fa8-563c-861e-47eb2be2cec2,2016-05-09 16:57:11,C,1.4628130310509E9
747,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1998),Posterior intermediate subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,118,747,369838a2-78ef-502f-b39d-a5f11c7aa87a,2016-05-09 16:57:11,C,1.4628130310509E9
610,Efferent cochlear group (Swanson-1998),Efferent cochlear group (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),869,610,09385101-599b-54c8-9cd7-d975a03576cd,2016-05-09 16:57:11,C,1.4628130310509E9
142,Olfactory tubercle molecular layer (Swanson-1998),Olfactory tubercle molecular layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),358,142,9979413b-a15e-59a5-8171-d0b5ee9580c2,2016-05-09 16:57:11,C,1.4628130310509E9
506,Dorsal tegmental nucleus (Swanson-1998),Dorsal tegmental nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),551,506,e2c0139b-db14-5bf2-a44e-0d89c19fbc8a,2016-05-09 16:57:11,C,1.4628130310509E9
298,Submedial nucleus of the thalamus (Swanson-1998),Submedial nucleus of the thalamus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),70,298,d56093fa-0d3d-5017-a5f4-aa895d84bd22,2016-05-09 16:57:11,C,1.4628130310509E9
453,Medial mammillary nucleus (Swanson-1998),Medial mammillary nucleus; body (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),315,453,90555d56-a9c5-5fe8-8887-989d9e9cd8da,2016-05-09 16:57:11,C,1.4628130310509E9
958,Bed nuclei of the stria terminalis medial division (Krettek & Price),Bed nucleus of the stria terminalis anterodorsal area (Ju/Swanson),overlap,It appears to us that what Krettek and Price included within their medial subdivision may correspond to our dorsal and ventral areas of the anterior division; as well as a part of the posterior division; an area that together includes a great; variety of cytoarchitectonically defined structures; their cytoarchitectonic description for this division applies to only a small part of their medial subdivision; corresponding to our principal (encapsulated) nucleus of the posterior division.,Ju G. & Swanson L.W. (I); (1989),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2708568,13817,958,2479790f-85d0-51cc-9614-7778ab6f0a83,2016-05-09 16:57:11,C,1.4628130310509E9
190,Bed nucleus of the accessory olfactory part (Swanson-1998),Bed nucleus of the accessory olfactory part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),268,190,356fc07c-694a-5c79-bf52-6ecae86c6fbb,2016-05-09 16:57:11,C,1.4628130310509E9
205,Bed nuclei of the stria terminalis juxtacapsular nucleus (Swanson-1998),Bed nuclei of the stria terminalis juxtacapsular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),110,205,66a0388a-0055-5368-9885-3204ad943cda,2016-05-09 16:57:11,C,1.4628130310509E9
25,Anterior olfactory nucleus lateral part pyramidal layer (Swanson-1998),Anterior olfactory nucleus lateral part pyramidal layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),648,25,0322ce65-d47f-5fc4-960d-c5d5b254db42,2016-05-09 16:57:11,C,1.4628130310509E9
1006,Bed nuclei of the stria terminalis posterior division strial extension (Swanson-1998),Supracapsular subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),identical,Collator note: see Table 1; page 197.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,123,1006,aec87262-6752-5bfe-9943-303e71193aca,2016-05-09 16:57:11,C,1.4628130310509E9
357,Dorsal coclear nucleus (Swanson-1998),Dorsal coclear nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),461,357,0e99e244-81ac-5595-af16-f1e6c9e11c51,2016-05-09 16:57:11,C,1.4628130310509E9
598,Arcuate nucleus of the hypothalamus (Swanson-1998),Arcuate hypothalamic nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),277,598,9c2cf639-8420-5888-9c4f-8ba02e55c84d,2016-05-09 16:57:11,C,1.4628130310509E9
